,season,week,team,stat,data
0,2011,21,New Orleans,average-scoring-margin,12.3
1,2011,21,New England,average-scoring-margin,11.6
2,2011,21,Green Bay,average-scoring-margin,10.8
3,2011,21,San Francisco,average-scoring-margin,8.4
4,2011,21,Houston,average-scoring-margin,6.5
5,2011,21,Baltimore,average-scoring-margin,6.4
6,2011,21,Pittsburgh,average-scoring-margin,5.4
7,2011,21,Philadelphia,average-scoring-margin,4.3
8,2011,21,Detroit,average-scoring-margin,4.1
9,2011,21,NY Giants,average-scoring-margin,1.9
10,2011,21,LA Chargers,average-scoring-margin,1.8
11,2011,21,Atlanta,average-scoring-margin,1.8
12,2011,21,Dallas,average-scoring-margin,1.4
13,2011,21,Miami,average-scoring-margin,1.0
14,2011,21,NY Jets,average-scoring-margin,0.9
15,2011,21,Chicago,average-scoring-margin,0.8
16,2011,21,Tennessee,average-scoring-margin,0.5
17,2011,21,Seattle,average-scoring-margin,0.4
18,2011,21,Cincinnati,average-scoring-margin,0.0
19,2011,21,Carolina,average-scoring-margin,-1.4
20,2011,21,Arizona,average-scoring-margin,-2.3
21,2011,21,Buffalo,average-scoring-margin,-3.9
22,2011,21,Las Vegas,average-scoring-margin,-4.6
23,2011,21,Washington,average-scoring-margin,-4.9
24,2011,21,Jacksonville,average-scoring-margin,-5.4
25,2011,21,Cleveland,average-scoring-margin,-5.6
26,2011,21,Denver,average-scoring-margin,-6.1
27,2011,21,Minnesota,average-scoring-margin,-6.8
28,2011,21,Kansas City,average-scoring-margin,-7.9
29,2011,21,Indianapolis,average-scoring-margin,-11.7
30,2011,21,Tampa Bay,average-scoring-margin,-12.9
31,2011,21,LA Rams,average-scoring-margin,-13.4
32,2011,21,Green Bay,points-per-play,0.547
33,2011,21,New Orleans,points-per-play,0.488
34,2011,21,New England,points-per-play,0.479
35,2011,21,Detroit,points-per-play,0.452
36,2011,21,Carolina,points-per-play,0.406
37,2011,21,LA Chargers,points-per-play,0.387
38,2011,21,San Francisco,points-per-play,0.387
39,2011,21,Philadelphia,points-per-play,0.382
40,2011,21,NY Giants,points-per-play,0.382
41,2011,21,Buffalo,points-per-play,0.375
42,2011,21,NY Jets,points-per-play,0.366
43,2011,21,Houston,points-per-play,0.364
44,2011,21,Dallas,points-per-play,0.363
45,2011,21,Chicago,points-per-play,0.361
46,2011,21,Baltimore,points-per-play,0.358
47,2011,21,Atlanta,points-per-play,0.356
48,2011,21,Las Vegas,points-per-play,0.354
49,2011,21,Minnesota,points-per-play,0.338
50,2011,21,Miami,points-per-play,0.332
51,2011,21,Tennessee,points-per-play,0.33
52,2011,21,Cincinnati,points-per-play,0.328
53,2011,21,Pittsburgh,points-per-play,0.321
54,2011,21,Seattle,points-per-play,0.32
55,2011,21,Arizona,points-per-play,0.314
56,2011,21,Denver,points-per-play,0.304
57,2011,21,Tampa Bay,points-per-play,0.297
58,2011,21,Washington,points-per-play,0.279
59,2011,21,Indianapolis,points-per-play,0.256
60,2011,21,Jacksonville,points-per-play,0.243
61,2011,21,Cleveland,points-per-play,0.213
62,2011,21,Kansas City,points-per-play,0.208
63,2011,21,LA Rams,points-per-play,0.191
64,2011,21,Green Bay,points-per-play-margin,0.191
65,2011,21,New England,points-per-play-margin,0.17
66,2011,21,San Francisco,points-per-play-margin,0.142
67,2011,21,New Orleans,points-per-play-margin,0.132
68,2011,21,Baltimore,points-per-play-margin,0.091
69,2011,21,Houston,points-per-play-margin,0.081
70,2011,21,Detroit,points-per-play-margin,0.071
71,2011,21,Pittsburgh,points-per-play-margin,0.07
72,2011,21,Philadelphia,points-per-play-margin,0.048
73,2011,21,Tennessee,points-per-play-margin,0.037
74,2011,21,Chicago,points-per-play-margin,0.036
75,2011,21,NY Giants,points-per-play-margin,0.035
76,2011,21,Miami,points-per-play-margin,0.032
77,2011,21,Seattle,points-per-play-margin,0.02
78,2011,21,Dallas,points-per-play-margin,0.006
79,2011,21,NY Jets,points-per-play-margin,0.0
80,2011,21,Arizona,points-per-play-margin,-0.004
81,2011,21,Cincinnati,points-per-play-margin,-0.004
82,2011,21,LA Chargers,points-per-play-margin,-0.006
83,2011,21,Atlanta,points-per-play-margin,-0.007
84,2011,21,Carolina,points-per-play-margin,-0.035
85,2011,21,Las Vegas,points-per-play-margin,-0.051
86,2011,21,Buffalo,points-per-play-margin,-0.057
87,2011,21,Denver,points-per-play-margin,-0.079
88,2011,21,Cleveland,points-per-play-margin,-0.084
89,2011,21,Washington,points-per-play-margin,-0.092
90,2011,21,Jacksonville,points-per-play-margin,-0.094
91,2011,21,Minnesota,points-per-play-margin,-0.1
92,2011,21,Kansas City,points-per-play-margin,-0.133
93,2011,21,Indianapolis,points-per-play-margin,-0.149
94,2011,21,Tampa Bay,points-per-play-margin,-0.196
95,2011,21,LA Rams,points-per-play-margin,-0.204
96,2011,21,Green Bay,touchdowns-per-game,4.2
97,2011,21,New Orleans,touchdowns-per-game,4.2
98,2011,21,New England,touchdowns-per-game,3.8
99,2011,21,Detroit,touchdowns-per-game,3.6
100,2011,21,Carolina,touchdowns-per-game,3.0
101,2011,21,NY Giants,touchdowns-per-game,2.9
102,2011,21,LA Chargers,touchdowns-per-game,2.9
103,2011,21,Philadelphia,touchdowns-per-game,2.9
