,season,week,team,stat,data
0,2024,5,Minnesota,average-scoring-margin,12.6
1,2024,5,New Orleans,average-scoring-margin,8.8
2,2024,5,Washington,average-scoring-margin,8.0
3,2024,5,Buffalo,average-scoring-margin,7.2
4,2024,5,Kansas City,average-scoring-margin,6.6
5,2024,5,Chicago,average-scoring-margin,5.6
6,2024,5,Detroit,average-scoring-margin,5.5
7,2024,5,Denver,average-scoring-margin,4.6
8,2024,5,LA Chargers,average-scoring-margin,4.5
9,2024,5,Baltimore,average-scoring-margin,4.2
10,2024,5,Green Bay,average-scoring-margin,4.0
11,2024,5,San Francisco,average-scoring-margin,4.0
12,2024,5,Pittsburgh,average-scoring-margin,3.8
13,2024,5,Tampa Bay,average-scoring-margin,2.6
14,2024,5,Seattle,average-scoring-margin,1.6
15,2024,5,NY Jets,average-scoring-margin,1.6
16,2024,5,Indianapolis,average-scoring-margin,-0.6
17,2024,5,Dallas,average-scoring-margin,-0.8
18,2024,5,Atlanta,average-scoring-margin,-0.8
19,2024,5,Cincinnati,average-scoring-margin,-1.0
20,2024,5,Arizona,average-scoring-margin,-1.8
21,2024,5,Houston,average-scoring-margin,-2.4
22,2024,5,Philadelphia,average-scoring-margin,-2.5
23,2024,5,Tennessee,average-scoring-margin,-2.8
24,2024,5,NY Giants,average-scoring-margin,-3.0
25,2024,5,Las Vegas,average-scoring-margin,-7.0
26,2024,5,New England,average-scoring-margin,-8.0
27,2024,5,Cleveland,average-scoring-margin,-8.4
28,2024,5,LA Rams,average-scoring-margin,-9.0
29,2024,5,Jacksonville,average-scoring-margin,-9.2
30,2024,5,Miami,average-scoring-margin,-10.6
31,2024,5,Carolina,average-scoring-margin,-16.4
32,2024,5,Buffalo,points-per-play,0.509
33,2024,5,Washington,points-per-play,0.494
34,2024,5,New Orleans,points-per-play,0.476
35,2024,5,Cincinnati,points-per-play,0.473
36,2024,5,Minnesota,points-per-play,0.471
37,2024,5,Baltimore,points-per-play,0.448
38,2024,5,Tampa Bay,points-per-play,0.439
39,2024,5,Indianapolis,points-per-play,0.42
40,2024,5,Arizona,points-per-play,0.414
41,2024,5,Green Bay,points-per-play,0.405
42,2024,5,Detroit,points-per-play,0.397
43,2024,5,San Francisco,points-per-play,0.388
44,2024,5,Seattle,points-per-play,0.379
45,2024,5,Atlanta,points-per-play,0.375
46,2024,5,Kansas City,points-per-play,0.37
47,2024,5,Dallas,points-per-play,0.363
48,2024,5,Chicago,points-per-play,0.347
49,2024,5,Jacksonville,points-per-play,0.337
50,2024,5,Tennessee,points-per-play,0.335
51,2024,5,Philadelphia,points-per-play,0.325
52,2024,5,Las Vegas,points-per-play,0.322
53,2024,5,Denver,points-per-play,0.317
54,2024,5,LA Chargers,points-per-play,0.313
55,2024,5,Houston,points-per-play,0.304
56,2024,5,LA Rams,points-per-play,0.298
57,2024,5,NY Jets,points-per-play,0.294
58,2024,5,Pittsburgh,points-per-play,0.293
59,2024,5,Carolina,points-per-play,0.278
60,2024,5,NY Giants,points-per-play,0.275
61,2024,5,Cleveland,points-per-play,0.252
62,2024,5,New England,points-per-play,0.21
63,2024,5,Miami,points-per-play,0.185
64,2024,5,Minnesota,points-per-play-margin,0.25
65,2024,5,Buffalo,points-per-play-margin,0.182
66,2024,5,New Orleans,points-per-play-margin,0.175
67,2024,5,Tampa Bay,points-per-play-margin,0.104
68,2024,5,Washington,points-per-play-margin,0.096
69,2024,5,LA Chargers,points-per-play-margin,0.094
