,season,week,team,stat,data
0,2020,21,Baltimore,average-scoring-margin,8.8
1,2020,21,Tampa Bay,average-scoring-margin,8.4
2,2020,21,Green Bay,average-scoring-margin,8.3
3,2020,21,New Orleans,average-scoring-margin,8.2
4,2020,21,Kansas City,average-scoring-margin,7.2
5,2020,21,Buffalo,average-scoring-margin,6.8
6,2020,21,Pittsburgh,average-scoring-margin,5.5
7,2020,21,Indianapolis,average-scoring-margin,5.1
8,2020,21,Seattle,average-scoring-margin,4.6
9,2020,21,Miami,average-scoring-margin,4.1
10,2020,21,LA Rams,average-scoring-margin,4.0
11,2020,21,Arizona,average-scoring-margin,2.7
12,2020,21,Tennessee,average-scoring-margin,2.6
13,2020,21,Washington,average-scoring-margin,-0.1
14,2020,21,Cleveland,average-scoring-margin,-0.3
15,2020,21,Chicago,average-scoring-margin,-0.6
16,2020,21,San Francisco,average-scoring-margin,-0.9
17,2020,21,Atlanta,average-scoring-margin,-1.1
18,2020,21,New England,average-scoring-margin,-1.7
19,2020,21,LA Chargers,average-scoring-margin,-2.6
20,2020,21,Las Vegas,average-scoring-margin,-2.8
21,2020,21,Minnesota,average-scoring-margin,-2.8
22,2020,21,Carolina,average-scoring-margin,-3.3
23,2020,21,NY Giants,average-scoring-margin,-4.8
24,2020,21,Dallas,average-scoring-margin,-4.9
25,2020,21,Houston,average-scoring-margin,-5.0
26,2020,21,Philadelphia,average-scoring-margin,-5.3
27,2020,21,Cincinnati,average-scoring-margin,-7.1
28,2020,21,Denver,average-scoring-margin,-7.7
29,2020,21,Detroit,average-scoring-margin,-8.9
30,2020,21,Jacksonville,average-scoring-margin,-11.6
31,2020,21,NY Jets,average-scoring-margin,-13.4
32,2020,21,Green Bay,points-per-play,0.501
33,2020,21,Tampa Bay,points-per-play,0.479
34,2020,21,Buffalo,points-per-play,0.468
35,2020,21,Tennessee,points-per-play,0.467
36,2020,21,Kansas City,points-per-play,0.45
37,2020,21,Seattle,points-per-play,0.444
38,2020,21,New Orleans,points-per-play,0.443
39,2020,21,Baltimore,points-per-play,0.435
40,2020,21,Indianapolis,points-per-play,0.429
41,2020,21,Minnesota,points-per-play,0.42
42,2020,21,Las Vegas,points-per-play,0.419
43,2020,21,Cleveland,points-per-play,0.412
44,2020,21,Houston,points-per-play,0.409
45,2020,21,Pittsburgh,points-per-play,0.402
46,2020,21,Miami,points-per-play,0.396
47,2020,21,Detroit,points-per-play,0.38
48,2020,21,Arizona,points-per-play,0.379
49,2020,21,Atlanta,points-per-play,0.367
50,2020,21,San Francisco,points-per-play,0.359
51,2020,21,Dallas,points-per-play,0.355
52,2020,21,Carolina,points-per-play,0.352
53,2020,21,Chicago,points-per-play,0.349
54,2020,21,LA Rams,points-per-play,0.347
55,2020,21,LA Chargers,points-per-play,0.341
56,2020,21,New England,points-per-play,0.333
57,2020,21,Washington,points-per-play,0.32
58,2020,21,Denver,points-per-play,0.314
59,2020,21,Philadelphia,points-per-play,0.313
60,2020,21,Jacksonville,points-per-play,0.307
61,2020,21,Cincinnati,points-per-play,0.299
62,2020,21,NY Giants,points-per-play,0.29
63,2020,21,NY Jets,points-per-play,0.256
64,2020,21,Baltimore,points-per-play-margin,0.137
65,2020,21,Tampa Bay,points-per-play-margin,0.132
66,2020,21,Green Bay,points-per-play-margin,0.116
67,2020,21,Buffalo,points-per-play-margin,0.112
68,2020,21,Seattle,points-per-play-margin,0.105
69,2020,21,New Orleans,points-per-play-margin,0.104
70,2020,21,Kansas City,points-per-play-margin,0.1
71,2020,21,Tennessee,points-per-play-margin,0.064
72,2020,21,Pittsburgh,points-per-play-margin,0.063
73,2020,21,Indianapolis,points-per-play-margin,0.058
74,2020,21,Miami,points-per-play-margin,0.057
75,2020,21,LA Rams,points-per-play-margin,0.036
76,2020,21,Arizona,points-per-play-margin,0.03
77,2020,21,Cleveland,points-per-play-margin,0.008
78,2020,21,Chicago,points-per-play-margin,-0.008
79,2020,21,Washington,points-per-play-margin,-0.015
80,2020,21,Houston,points-per-play-margin,-0.026
81,2020,21,New England,points-per-play-margin,-0.026
82,2020,21,San Francisco,points-per-play-margin,-0.032
83,2020,21,Atlanta,points-per-play-margin,-0.033
84,2020,21,Minnesota,points-per-play-margin,-0.038
