,season,week,team,stat,data
0,2016,21,New England,average-scoring-margin,12.7
1,2016,21,Atlanta,average-scoring-margin,9.6
2,2016,21,Dallas,average-scoring-margin,6.6
3,2016,21,Kansas City,average-scoring-margin,4.5
4,2016,21,Pittsburgh,average-scoring-margin,3.8
5,2016,21,Seattle,average-scoring-margin,3.7
6,2016,21,Arizona,average-scoring-margin,3.5
7,2016,21,Green Bay,average-scoring-margin,2.6
8,2016,21,Denver,average-scoring-margin,2.3
9,2016,21,Philadelphia,average-scoring-margin,2.3
10,2016,21,Baltimore,average-scoring-margin,1.4
11,2016,21,Buffalo,average-scoring-margin,1.3
12,2016,21,Minnesota,average-scoring-margin,1.3
13,2016,21,Indianapolis,average-scoring-margin,1.2
14,2016,21,Las Vegas,average-scoring-margin,1.1
15,2016,21,New Orleans,average-scoring-margin,0.9
16,2016,21,Washington,average-scoring-margin,0.8
17,2016,21,Cincinnati,average-scoring-margin,0.6
18,2016,21,Tennessee,average-scoring-margin,0.2
19,2016,21,NY Giants,average-scoring-margin,0.1
20,2016,21,LA Chargers,average-scoring-margin,-0.8
21,2016,21,Tampa Bay,average-scoring-margin,-0.9
22,2016,21,Detroit,average-scoring-margin,-1.9
23,2016,21,Miami,average-scoring-margin,-2.1
24,2016,21,Carolina,average-scoring-margin,-2.1
25,2016,21,Houston,average-scoring-margin,-3.0
26,2016,21,Jacksonville,average-scoring-margin,-5.1
27,2016,21,Chicago,average-scoring-margin,-7.5
28,2016,21,NY Jets,average-scoring-margin,-8.4
29,2016,21,LA Rams,average-scoring-margin,-10.6
30,2016,21,San Francisco,average-scoring-margin,-10.7
31,2016,21,Cleveland,average-scoring-margin,-11.8
32,2016,21,Atlanta,points-per-play,0.548
33,2016,21,Green Bay,points-per-play,0.428
34,2016,21,New England,points-per-play,0.428
35,2016,21,New Orleans,points-per-play,0.424
36,2016,21,Dallas,points-per-play,0.421
37,2016,21,LA Chargers,points-per-play,0.404
38,2016,21,Indianapolis,points-per-play,0.396
39,2016,21,Buffalo,points-per-play,0.394
40,2016,21,Washington,points-per-play,0.392
41,2016,21,Kansas City,points-per-play,0.39
42,2016,21,Las Vegas,points-per-play,0.385
