season,team,1st-half-points-per-game,1st-half-time-of-possession-share-pct,2nd-half-points-per-game,2nd-half-time-of-possession-share-pct,average-scoring-margin,average-team-passer-rating,average-time-of-possession-net-of-ot,completion-pct,defensive-touchdowns-per-game,field-goal-attempts-per-game,field-goals-made-per-game,first-downs-per-game,fourth-down-conversion-pct,fourth-down-conversions-per-game,fumble-recovery-pct,fumbles-lost-per-game,giveaways-per-game,interception-pct,interceptions-per-game,interceptions-thrown-per-game,net-yards-per-punt-attempt,offensive-touchdowns-per-game,opponent-1st-half-points-per-game,opponent-2nd-half-points-per-game,opponent-average-team-passer-rating,opponent-average-time-of-possession-net-of-ot,opponent-completion-pct,opponent-defensive-touchdowns-per-game,opponent-field-goal-attempts-per-game,opponent-field-goals-made-per-game,opponent-first-downs-per-game,opponent-fourth-down-conversion-pct,opponent-fourth-down-conversions-per-game,opponent-net-punt-yards-per-game,opponent-net-yards-per-punt-attempt,opponent-offensive-touchdowns-per-game,opponent-pass-attempts-per-game,opponent-passing-first-down-pct,opponent-passing-first-downs-per-game,opponent-passing-touchdown-pct,opponent-passing-touchdowns-per-game,opponent-passing-yards-per-game,opponent-penalty-first-downs-per-game,opponent-plays-per-game,opponent-points-per-game,opponent-points-per-play,opponent-punt-attempts-per-game,opponent-punts-per-offensive-score,opponent-punts-per-play,opponent-red-zone-scores-per-game,opponent-red-zone-scoring-attempts-per-game,opponent-rushing-attempts-per-game,opponent-rushing-first-down-pct,opponent-rushing-first-downs-per-game,opponent-rushing-play-pct,opponent-rushing-touchdown-pct,opponent-rushing-touchdowns-per-game,opponent-rushing-yards-pct,opponent-rushing-yards-per-game,opponent-third-down-conversion-pct,opponent-third-down-conversions-per-game,opponent-touchdowns-per-game,opponent-two-point-conversion-pct,opponent-yards-per-completion,opponent-yards-per-game,opponent-yards-per-pass-attempt,opponent-yards-per-play,opponent-yards-per-rush-attempt,pass-intercepted-pct,passing-play-pct,passing-touchdowns-per-game,passing-yards-per-game,penalties-per-game,penalty-first-downs-per-game,penalty-yards-per-game,plays-per-game,points-per-play,points-per-play-margin,punt-attempts-per-game,qb-sacked-pct,qb-sacked-per-game,red-zone-scoring-attempts-per-game,red-zone-scoring-pct,rushing-attempts-per-game,rushing-first-downs-per-game,rushing-play-pct,rushing-touchdown-pct,rushing-touchdowns-per-game,rushing-yards-per-game,sack-pct,sacks-per-game,special-teams-touchdowns-per-game,takeaways-per-game,third-down-conversion-pct,third-down-conversions-per-game,touchdowns-per-game,turnover-margin-per-game,two-point-conversion-pct,yards-per-completion,yards-per-pass-attempt,yards-per-play,yards-per-rush-attempt
2013,Las Vegas,11.7,51.02%,8.4,48.65%,-8.2,74.0,29:54,57.42%,0.2,1.9,1.3,17.2,58.33%,0.4,54.72%,0.7,1.9,1.64%,0.6,1.3,39.7,2.1,14.9,13.4,105.1,30:05,68.12%,0.2,1.8,1.6,20.6,33.33%,0.1,176.2,36.6,3.0,34.3,61.21%,12.6,61.11%,2.1,255.8,1.8,64.3,28.3,0.44,4.8,1.0,0.07,2.3,3.9,27.6,30.30%,6.3,42.95%,27.78%,0.9,29.68%,107.9,43.13%,5.7,3.4,50.00%,10.9,363.7,7.5,5.7,3.9,3.85%,56.34%,1.1,208.8,7.3,1.1,57.0,62.6,0.322,-0.119,5.4,7.98%,2.8,2.6,59.52%,27.3,5.6,43.66%,43.24%,1.0,125.0,6.47%,2.4,0.1,1.4,34.98%,4.9,2.3,-0.6,--,11.2,7.0,5.3,4.6
2013,Miami,10.0,51.54%,9.7,43.37%,-1.1,80.1,28:27,60.10%,0.1,2.1,1.6,17.4,25.00%,0.2,50.00%,0.4,1.6,3.10%,1.1,1.2,42.4,2.0,9.9,11.0,77.3,31:32,59.31%,0.1,2.5,2.1,20.4,53.33%,0.5,188.9,38.7,1.9,36.3,58.72%,12.0,51.52%,1.1,234.5,1.3,69.2,20.9,0.303,4.9,1.2,0.07,1.6,3.5,30.3,34.86%,7.1,43.81%,42.42%,0.9,34.75%,124.9,38.24%,5.7,2.1,--,10.9,359.4,6.5,5.2,4.1,3.20%,65.20%,1.5,222.9,4.4,0.8,37.4,62.5,0.317,0.014,5.3,8.90%,3.6,2.9,56.52%,21.8,3.8,34.80%,23.53%,0.5,90.0,6.75%,2.6,0.0,1.5,35.02%,4.8,2.1,-0.1,0.00%,10.0,6.7,5.0,4.1
2013,Minnesota,11.9,45.82%,12.2,46.34%,-5.6,76.0,27:31,59.52%,0.1,1.9,1.6,19.3,52.63%,0.6,45.00%,0.8,2.0,1.85%,0.8,1.2,39.2,2.6,14.4,15.4,98.7,32:28,64.66%,0.3,1.8,1.7,23.0,61.11%,0.7,181.9,37.8,3.2,40.5,67.12%,15.4,64.91%,2.3,287.9,1.3,70.8,30.0,0.424,4.8,0.9,0.07,2.4,3.9,27.7,27.45%,6.3,39.13%,24.56%,0.9,27.73%,110.4,44.16%,6.4,3.6,50.00%,11.0,398.3,7.1,5.6,4.0,3.48%,58.24%,1.1,214.2,4.4,1.9,43.4,63.3,0.386,-0.038,4.7,7.46%,2.8,3.0,52.08%,26.4,6.6,41.76%,51.11%,1.4,130.1,5.95%,2.6,0.2,1.3,36.45%,4.9,2.8,-0.8,0.00%,10.5,6.7,5.4,4.9
2013,NY Giants,8.5,49.81%,9.7,47.02%,-5.6,67.6,28:53,57.32%,0.1,1.6,1.4,17.5,50.00%,0.4,45.10%,0.9,2.8,2.83%,1.1,1.8,38.2,1.8,12.3,11.6,78.3,31:06,60.07%,0.4,1.9,1.8,20.4,26.67%,0.3,212.3,39.0,2.1,37.6,60.55%,12.4,50.00%,1.3,223.3,1.8,68.1,23.9,0.352,5.4,1.2,0.08,1.6,2.9,28.4,30.89%,6.3,41.69%,28.57%,0.8,32.79%,108.9,40.09%,5.8,2.6,50.00%,9.9,332.3,5.9,4.9,3.8,5.11%,61.44%,1.1,224.3,5.7,1.7,49.1,61.8,0.298,-0.054,5.7,6.59%,2.5,2.3,47.22%,23.8,4.8,38.56%,34.38%,0.7,83.3,5.35%,2.1,0.1,1.8,32.70%,4.3,2.0,-0.9,100.00%,11.0,6.8,5.0,3.5
2013,NY Jets,9.4,47.09%,8.6,52.56%,-6.1,66.6,29:40,55.42%,0.1,2.3,2.1,17.5,12.50%,0.1,30.30%,0.4,1.8,2.22%,0.8,1.4,38.5,1.6,12.9,11.3,86.5,30:19,58.87%,0.4,2.3,2.1,18.3,38.89%,0.4,199.8,39.0,2.2,36.6,67.58%,12.4,63.41%,1.6,246.7,1.7,65.5,24.2,0.369,5.1,1.1,0.08,1.4,3.1,26.3,23.21%,4.3,40.17%,21.95%,0.6,26.35%,88.3,36.80%,5.3,2.6,100.00%,11.4,334.9,6.7,5.1,3.4,4.58%,51.67%,0.8,183.3,6.8,1.3,52.3,63.8,0.284,-0.085,5.6,8.92%,2.9,2.6,50.00%,30.8,6.6,48.33%,44.44%,0.8,134.9,6.54%,2.6,0.1,0.9,38.96%,5.6,1.7,-0.9,--,11.0,6.8,5.0,4.4
2013,New England,11.2,48.20%,16.6,50.53%,6.5,87.3,29:55,60.35%,0.2,2.3,2.2,23.3,44.44%,0.4,62.50%,0.5,1.1,3.12%,1.2,0.6,40.1,2.9,9.4,11.9,81.6,30:04,57.65%,0.2,1.8,1.6,21.2,26.09%,0.3,187.9,39.3,2.2,37.4,63.52%,13.4,67.44%,1.6,252.3,1.2,69.7,21.4,0.308,4.8,1.2,0.07,1.7,3.2,29.4,30.97%,6.6,42.26%,25.58%,0.6,33.82%,128.9,42.69%,6.2,2.4,0.00%,11.7,381.2,6.7,5.5,4.4,1.59%,57.93%,1.4,251.6,4.2,2.4,37.5,70.4,0.397,0.089,4.8,5.86%,2.4,4.1,58.11%,29.6,7.1,42.07%,47.27%,1.4,131.3,7.04%,2.8,0.0,1.8,39.84%,5.6,3.1,0.7,60.00%,10.9,7.0,5.4,4.4
2013,New Orleans,13.7,51.08%,11.6,57.85%,5.8,102.2,32:40,67.68%,0.0,2.1,1.6,22.8,45.45%,0.6,44.83%,0.4,1.2,2.15%,0.7,0.8,41.3,2.9,12.3,7.2,84.4,27:19,60.22%,0.1,1.8,1.6,16.9,42.86%,0.3,222.9,42.7,2.0,31.0,60.20%,10.2,57.89%,1.2,188.0,1.5,58.7,19.5,0.332,5.2,1.4,0.09,1.7,2.9,24.7,30.92%,5.2,42.05%,36.84%,0.8,37.61%,113.3,34.22%,4.3,2.1,--,10.1,301.3,6.1,5.1,4.6,1.93%,62.78%,2.3,303.5,6.1,1.8,54.2,67.6,0.374,0.041,3.8,5.24%,2.2,3.5,55.56%,25.2,5.9,37.22%,22.64%,0.7,98.1,8.82%,3.0,0.0,1.1,43.50%,5.9,2.9,-0.2,50.00%,11.1,7.9,5.9,3.9
2013,Philadelphia,12.8,43.65%,14.6,44.10%,3.4,102.8,26:19,61.55%,0.1,1.8,1.4,21.9,56.25%,0.5,43.75%,0.6,1.1,3.00%,1.2,0.5,40.4,3.2,9.6,14.4,83.6,33:40,61.14%,0.1,2.1,1.8,23.2,40.00%,0.5,175.9,38.8,2.3,41.2,62.18%,14.4,57.78%,1.5,287.4,1.8,71.6,24.0,0.335,4.5,1.0,0.06,1.6,3.1,28.1,30.20%,7.0,39.28%,28.89%,0.8,27.50%,109.0,41.15%,5.9,2.6,57.14%,11.4,396.4,7.0,5.5,3.9,1.66%,52.97%,2.0,252.1,5.8,1.5,52.3,65.4,0.419,0.084,5.2,8.15%,2.8,3.6,53.23%,30.8,8.4,47.03%,35.71%,1.2,155.6,5.28%,2.3,0.0,1.9,38.22%,5.1,3.3,0.8,37.50%,12.9,8.5,6.2,5.1
2013,Pittsburgh,10.3,54.00%,13.4,48.95%,0.6,92.3,30:53,64.33%,0.2,2.0,1.9,19.5,60.00%,0.6,43.24%,0.6,1.5,1.76%,0.6,0.9,35.7,2.3,12.0,11.1,82.7,29:06,57.82%,0.1,1.9,1.8,18.9,45.00%,0.6,176.8,35.8,2.4,35.6,57.43%,10.9,51.22%,1.3,221.6,1.4,64.7,23.1,0.357,4.9,1.1,0.08,1.9,3.4,27.0,34.98%,6.6,41.74%,43.90%,1.1,34.27%,115.6,39.57%,5.7,2.6,50.00%,10.8,337.2,6.2,5.2,4.3,2.39%,61.49%,1.8,251.1,5.0,1.5,42.3,63.9,0.37,0.013,4.8,6.84%,2.7,3.3,52.83%,24.6,5.1,38.51%,21.95%,0.6,86.4,5.64%,2.1,0.1,1.3,37.96%,5.1,2.6,-0.3,50.00%,10.7,7.3,5.3,3.5
2013,San Francisco,13.4,50.87%,11.3,50.11%,7.6,88.5,30:21,57.68%,0.3,2.3,2.1,18.2,66.67%,0.5,52.94%,0.6,1.2,3.03%,1.1,0.6,41.0,2.4,7.4,9.7,78.6,29:38,59.61%,0.0,1.6,1.4,17.6,42.86%,0.6,202.3,40.0,1.8,34.8,61.98%,10.9,62.86%,1.2,218.2,1.5,62.8,17.1,0.272,5.1,1.6,0.08,1.3,2.7,25.3,29.34%,5.2,40.32%,37.14%,0.7,31.05%,98.3,34.88%,4.7,1.8,50.00%,10.5,316.5,6.3,5.0,3.9,2.20%,47.77%,1.3,185.7,6.2,1.6,50.5,60.2,0.41,0.138,4.6,8.24%,2.4,3.5,53.03%,31.4,7.2,52.23%,42.00%,1.1,139.7,7.16%,2.7,0.0,1.7,37.10%,4.8,2.6,0.6,--,12.2,7.6,5.4,4.4
2013,Seattle,12.7,50.09%,12.7,49.96%,11.1,101.1,29:57,63.07%,0.2,2.3,2.2,18.6,50.00%,0.4,51.67%,0.6,1.1,5.08%,1.7,0.5,39.1,2.5,7.8,6.8,64.7,30:02,58.71%,0.1,1.7,1.5,17.9,43.75%,0.4,190.4,38.1,1.3,32.8,55.90%,10.0,69.23%,1.0,177.5,2.6,61.9,14.6,0.236,5.0,1.7,0.08,0.9,2.3,26.4,29.50%,5.3,42.64%,23.08%,0.3,37.23%,105.3,34.31%,4.6,1.4,50.00%,9.2,282.8,5.4,4.6,4.0,1.94%,47.29%,1.6,196.2,7.9,1.9,72.8,60.4,0.426,0.19,4.7,9.92%,2.8,3.4,53.23%,31.8,7.1,52.71%,34.69%,0.9,137.6,7.51%,2.7,0.0,2.4,37.07%,4.8,2.7,1.3,0.00%,12.1,8.3,5.5,4.3
2013,Tampa Bay,12.8,50.75%,5.2,47.27%,-6.3,79.6,29:29,56.61%,0.2,1.8,1.4,16.8,36.36%,0.5,52.78%,0.6,1.3,3.84%,1.3,0.8,38.3,1.8,12.8,11.4,88.9,30:30,64.35%,0.1,2.0,1.9,20.3,57.14%,0.5,165.9,39.0,2.5,34.2,58.64%,11.9,71.43%,1.9,237.9,2.4,63.8,24.3,0.381,4.3,0.9,0.07,1.5,3.2,27.4,29.32%,5.9,42.94%,23.81%,0.6,31.65%,110.1,39.22%,5.0,2.6,50.00%,10.8,348.0,7.0,5.5,4.0,2.33%,57.19%,1.4,176.3,7.6,2.3,71.0,61.3,0.294,-0.088,5.4,8.38%,2.9,2.2,51.43%,26.3,4.7,42.81%,19.35%,0.4,100.8,6.01%,2.2,0.0,1.9,31.22%,4.3,1.9,0.6,--,9.7,6.2,4.5,3.8
2013,Tennessee,9.3,50.02%,13.4,49.96%,-1.2,83.6,30:12,61.54%,0.2,1.8,1.6,19.4,64.71%,0.7,58.82%,0.6,1.6,2.39%,0.8,1.0,39.7,2.4,9.9,13.3,83.3,29:47,63.12%,0.3,2.4,2.0,20.6,63.64%,0.4,190.1,40.0,2.3,34.1,58.05%,11.9,37.50%,0.9,225.8,1.9,64.2,23.8,0.371,4.8,1.1,0.07,2.0,3.1,27.9,32.83%,6.8,43.43%,52.50%,1.3,33.20%,112.2,34.33%,4.3,2.5,100.00%,10.5,337.9,6.6,5.3,4.0,3.00%,55.23%,1.4,218.5,6.3,2.3,56.3,64.5,0.351,-0.02,4.9,6.49%,2.3,3.1,57.14%,28.9,6.4,44.77%,39.02%,1.0,118.4,6.20%,2.3,0.0,1.6,41.41%,5.9,2.6,0.0,--,10.7,7.0,5.2,4.1
2013,Washington,10.1,53.46%,10.4,49.35%,-9.0,76.1,30:30,58.10%,0.3,1.6,1.3,20.6,30.00%,0.4,51.02%,0.9,2.1,3.11%,1.0,1.2,33.4,2.1,16.7,13.2,96.1,29:29,65.56%,0.1,1.6,1.3,20.6,70.59%,0.8,190.8,41.2,3.3,32.1,62.01%,12.8,49.15%,1.8,243.5,1.4,62.1,29.9,0.481,4.6,0.9,0.07,2.4,3.8,27.7,31.00%,6.4,44.61%,38.98%,1.4,31.23%,110.6,34.02%,4.1,3.7,--,11.6,354.1,7.6,5.7,4.0,3.11%,59.08%,1.3,234.4,6.2,1.2,50.1,69.2,0.302,-0.18,5.3,6.57%,2.7,3.1,52.00%,28.3,6.9,40.92%,35.90%,0.9,135.3,6.55%,2.3,0.0,1.6,40.43%,5.9,2.4,-0.5,40.00%,10.6,6.6,5.3,4.8
2014,Arizona,9.8,51.28%,9.4,46.70%,0.0,80.0,29:23,56.38%,0.2,1.9,1.7,18.2,75.00%,0.2,62.86%,0.4,1.2,3.11%,1.1,0.8,36.6,1.7,11.2,7.9,85.8,30:36,62.68%,0.1,2.1,1.6,19.1,33.33%,0.3,190.4,39.5,2.0,35.9,62.77%,12.0,68.57%,1.4,255.9,1.9,63.8,19.2,0.3,4.8,1.3,0.08,1.2,2.6,25.8,27.38%,5.2,40.37%,28.57%,0.6,30.70%,113.4,37.23%,5.1,2.1,--,11.4,369.2,7.1,5.8,4.4,2.35%,60.38%,1.3,227.0,5.8,2.6,43.8,61.2,0.313,0.013,5.9,5.10%,1.9,2.3,43.59%,24.2,4.1,39.62%,20.59%,0.4,78.5,5.56%,2.1,0.1,1.6,39.41%,5.5,2.0,0.5,40.00%,11.5,6.8,5.0,3.2
2014,Atlanta,11.4,49.20%,12.3,48.84%,-2.3,93.4,29:22,66.14%,0.1,2.0,1.8,20.6,50.00%,0.5,57.14%,0.5,1.4,2.83%,1.0,0.9,40.8,2.4,13.3,12.8,88.9,30:37,63.43%,0.3,2.4,1.9,22.4,50.00%,0.3,132.1,37.8,2.6,35.4,62.57%,14.0,43.48%,1.3,279.9,1.6,64.9,26.1,0.402,3.5,0.7,0.05,2.1,3.6,28.1,30.17%,6.8,43.35%,45.65%,1.3,29.72%,118.4,46.80%,5.9,2.9,75.00%,12.5,398.3,7.9,6.1,4.2,2.37%,64.06%,1.8,284.6,6.1,1.4,52.5,64.7,0.368,-0.034,4.2,4.68%,1.9,2.8,61.36%,23.3,4.7,35.94%,26.19%,0.7,93.6,3.74%,1.4,0.1,1.8,44.29%,5.8,2.6,0.3,50.00%,10.9,7.5,5.8,4.0
2014,Baltimore,11.3,44.41%,14.8,54.11%,6.4,92.0,29:33,62.00%,0.1,2.1,1.8,21.8,59.09%,0.7,50.00%,0.5,1.3,2.02%,0.8,0.8,42.4,2.8,9.2,10.5,91.3,30:26,64.70%,0.0,2.2,1.8,20.1,41.18%,0.4,186.4,40.0,2.0,38.6,66.85%,13.4,75.00%,1.5,261.4,2.0,65.1,19.7,0.302,4.7,1.2,0.07,1.5,3.3,23.4,23.20%,4.7,36.01%,25.00%,0.5,24.10%,83.0,40.32%,5.6,2.0,66.67%,10.5,344.4,6.8,5.3,3.5,2.23%,56.43%,1.8,242.1,6.7,2.4,52.7,63.9,0.409,0.107,3.7,3.08%,1.1,3.9,54.93%,27.8,7.1,43.57%,32.08%,0.9,122.7,7.47%,3.1,0.1,1.4,39.56%,4.9,2.9,0.2,0.00%,11.2,7.2,5.7,4.4
2014,Buffalo,9.6,50.84%,11.7,47.79%,3.4,86.0,29:31,62.69%,0.1,2.4,2.1,17.1,42.86%,0.4,54.76%,0.6,1.4,3.40%,1.2,0.8,38.7,1.9,8.7,9.4,74.5,30:28,60.29%,0.1,2.3,1.9,18.9,45.45%,0.3,204.8,37.2,1.6,34.9,56.62%,10.7,57.14%,1.0,205.8,2.6,64.2,18.1,0.281,5.5,1.5,0.09,1.4,2.8,25.9,29.47%,5.6,40.31%,35.71%,0.6,34.09%,106.4,33.18%,4.6,1.8,0.00%,9.8,312.2,5.9,4.9,4.1,2.25%,60.59%,1.4,225.9,7.8,1.4,63.9,63.8,0.336,0.055,5.4,6.31%,2.4,3.2,43.14%,25.1,4.1,39.41%,20.59%,0.4,92.6,8.81%,3.4,0.2,1.9,36.68%,5.3,2.1,0.4,100.00%,10.0,6.7,5.0,3.7
2014,Carolina,9.2,57.68%,11.9,49.81%,-2.1,85.6,32:18,60.03%,0.1,2.2,1.8,21.8,53.85%,0.4,47.62%,0.8,1.6,2.61%,0.9,0.8,36.3,2.1,12.5,10.7,89.8,27:40,64.54%,0.2,1.6,1.3,18.5,45.45%,0.3,189.4,40.1,2.4,34.0,62.46%,11.6,58.00%,1.6,219.1,1.5,61.0,23.4,0.383,4.7,1.2,0.08,1.8,2.9,24.4,29.43%,5.4,40.07%,30.00%,0.8,32.73%,106.6,42.13%,5.5,2.8,--,10.0,325.7,6.4,5.3,4.4,2.45%,54.69%,1.5,218.8,5.3,2.0,48.4,66.9,0.318,-0.066,4.6,6.98%,2.6,3.0,48.15%,30.3,7.5,45.31%,26.83%,0.6,130.8,6.99%,2.6,0.1,1.6,42.29%,5.9,2.3,0.0,50.00%,10.7,7.0,5.2,4.3
2014,Chicago,8.4,50.28%,11.6,49.90%,-7.7,87.3,30:06,65.02%,0.1,1.0,0.8,20.1,46.43%,0.8,44.19%,0.6,1.8,2.55%,0.9,1.2,37.7,2.4,16.3,11.1,101.8,29:53,66.79%,0.1,2.4,2.1,20.3,63.16%,0.8,118.8,38.8,2.9,34.3,69.85%,14.2,69.39%,2.1,265.6,1.3,63.1,27.6,0.438,3.1,0.6,0.05,2.3,4.4,26.4,24.00%,4.9,41.82%,24.49%,0.8,29.78%,112.6,42.29%,5.3,3.1,--,11.6,378.2,7.8,6.0,4.3,3.12%,64.68%,1.9,237.4,7.1,2.3,62.4,62.8,0.317,-0.121,4.5,6.31%,2.6,2.9,63.83%,22.2,5.7,35.32%,20.00%,0.5,90.1,6.64%,2.4,0.1,1.5,37.68%,4.9,2.5,-0.3,100.00%,9.6,6.6,5.2,4.1
2014,Cincinnati,11.1,50.07%,10.8,49.32%,0.3,82.7,29:44,63.27%,0.1,2.0,1.6,19.2,53.85%,0.4,47.37%,0.6,1.6,3.07%,1.2,1.0,42.3,2.4,7.9,13.6,77.7,30:15,60.74%,0.2,2.1,1.8,21.1,52.63%,0.6,167.3,36.0,2.1,38.4,59.05%,12.5,47.50%,1.1,250.4,2.1,66.9,21.8,0.325,4.6,1.1,0.07,1.6,3.5,27.3,30.92%,6.5,40.81%,42.50%,1.0,31.70%,116.2,37.12%,5.0,2.4,33.33%,10.7,366.5,6.5,5.5,4.3,3.15%,52.41%,1.2,209.7,6.4,1.6,50.4,63.4,0.348,0.022,4.8,4.60%,1.5,2.9,58.00%,30.2,7.5,47.59%,48.78%,1.2,132.8,3.12%,1.2,0.0,1.6,39.82%,5.3,2.4,0.0,100.00%,10.5,6.9,5.4,4.4
2014,Cleveland,8.8,46.55%,9.9,47.50%,-2.4,72.9,28:12,54.67%,0.2,2.0,1.6,18.4,35.71%,0.3,44.74%,0.4,1.4,3.58%,1.3,1.0,39.2,1.8,10.8,10.3,74.1,31:47,57.07%,0.1,2.1,1.8,21.8,61.11%,0.7,215.6,40.1,2.2,36.7,52.87%,11.5,61.11%,1.4,224.5,2.4,69.9,21.1,0.301,5.4,1.3,0.08,1.6,3.4,31.3,36.21%,7.9,44.72%,36.11%,0.8,38.67%,141.6,37.66%,5.6,2.3,0.00%,10.7,366.1,6.1,5.2,4.5,3.18%,52.87%,0.8,217.1,7.3,1.7,58.3,63.1,0.296,-0.005,5.8,5.81%,1.9,3.1,48.98%,29.8,5.5,47.13%,53.13%,1.1,107.5,5.02%,1.9,0.0,1.8,29.47%,3.8,2.0,0.4,0.00%,12.6,7.3,5.1,3.6
2014,Dallas,14.2,57.65%,14.1,49.69%,6.3,112.3,32:13,68.82%,0.2,1.8,1.4,21.2,55.56%,0.3,50.00%,0.9,1.5,2.99%,1.1,0.6,40.2,3.3,10.8,11.1,90.4,27:47,66.61%,0.1,1.2,1.1,19.8,47.62%,0.6,155.7,38.4,2.5,35.3,63.03%,12.5,54.17%,1.4,257.5,2.0,61.7,22.1,0.358,4.1,1.1,0.07,1.8,3.0,24.6,26.89%,5.3,39.87%,39.58%,1.1,28.63%,103.3,44.54%,5.7,2.7,66.67%,11.0,360.8,7.3,5.8,4.2,2.09%,50.36%,2.3,233.1,6.4,2.1,51.1,62.4,0.456,0.097,3.6,7.07%,2.2,3.2,64.91%,31.0,6.6,49.64%,29.03%,1.0,142.9,4.94%,1.8,0.0,1.9,47.09%,5.8,3.4,0.4,--,11.6,8.5,6.0,4.6
2014,Denver,14.8,51.23%,14.3,49.82%,6.9,99.5,30:29,65.08%,0.2,1.8,1.5,22.3,46.67%,0.4,47.37%,0.4,1.2,2.92%,1.2,0.9,37.8,3.3,11.5,10.4,81.9,29:30,62.19%,0.1,1.8,1.4,19.6,58.82%,0.6,223.1,40.8,2.4,40.3,70.06%,13.8,70.45%,1.8,227.8,2.0,64.9,22.2,0.343,5.5,1.4,0.08,1.9,3.3,22.2,19.76%,3.9,34.18%,22.73%,0.6,26.21%,80.9,36.60%,5.1,2.6,50.00%,9.1,308.6,5.7,4.8,3.6,2.30%,59.21%,2.4,285.9,7.2,2.2,61.9,66.8,0.436,0.093,4.4,2.83%,1.1,3.7,63.49%,27.2,6.1,40.79%,25.42%,0.9,110.2,5.65%,2.4,0.0,1.6,42.79%,5.8,3.5,0.4,100.00%,11.4,7.6,5.9,4.0
2014,Detroit,10.2,53.58%,9.8,51.64%,2.1,86.0,31:33,60.84%,0.1,2.4,1.6,19.4,47.62%,0.6,48.94%,0.6,1.4,3.21%,1.2,0.8,39.8,2.1,9.6,8.4,84.6,28:26,64.53%,0.0,1.5,1.1,19.3,47.06%,0.5,204.1,40.3,2.0,36.6,67.07%,12.9,71.43%,1.5,232.2,2.6,61.4,18.0,0.293,5.1,1.6,0.08,1.6,3.1,21.8,19.21%,3.7,35.57%,25.71%,0.5,23.04%,69.5,37.56%,4.9,2.1,100.00%,9.8,301.8,6.3,4.9,3.2,2.01%,62.41%,1.4,255.1,7.4,1.7,60.8,65.4,0.307,0.013,4.2,6.92%,2.8,2.9,53.06%,24.6,4.5,37.59%,32.43%,0.7,88.9,7.29%,2.9,0.0,1.6,38.46%,5.3,2.2,0.3,33.33%,11.0,7.1,5.3,3.6
2014,Green Bay,18.7,51.71%,11.0,49.87%,7.6,107.7,30:33,64.79%,0.2,2.2,1.9,22.1,40.00%,0.2,54.17%,0.4,0.9,3.59%,1.2,0.4,36.8,3.1,8.9,12.8,82.0,29:26,59.22%,0.1,1.4,1.2,21.1,53.33%,0.9,140.6,36.7,2.4,34.1,56.58%,11.9,63.83%,1.7,222.0,1.7,65.3,22.1,0.338,3.8,1.0,0.06,1.7,2.9,28.4,35.53%,7.5,43.57%,29.79%,0.8,36.09%,125.4,41.30%,5.3,2.6,50.00%,11.0,347.4,6.5,5.3,4.4,1.32%,56.36%,2.3,262.7,5.9,1.8,50.4,62.9,0.472,0.134,3.2,5.17%,1.8,3.9,57.14%,27.4,6.4,43.64%,22.58%,0.8,120.6,7.54%,2.8,0.1,1.8,46.67%,5.8,3.4,0.9,25.00%,12.1,8.2,6.1,4.4
2014,Houston,11.3,49.12%,12.0,53.76%,4.1,86.4,30:58,60.82%,0.3,2.2,1.9,19.6,58.82%,0.6,55.81%,0.6,1.4,3.23%,1.3,0.8,38.7,2.1,9.8,9.2,80.4,29:01,58.64%,0.1,1.4,1.2,20.6,35.29%,0.4,214.6,41.4,2.1,38.7,62.61%,12.9,77.78%,1.8,243.1,2.1,67.3,19.2,0.285,5.2,1.5,0.08,1.4,2.9,26.3,27.05%,5.6,39.00%,16.67%,0.4,30.17%,105.1,33.95%,4.6,2.3,0.00%,10.7,348.2,6.3,5.2,4.0,2.68%,48.07%,1.4,209.5,5.9,2.1,52.1,66.4,0.35,0.065,5.3,5.09%,1.6,3.0,54.17%,34.5,6.8,51.93%,30.00%,0.8,135.1,5.78%,2.4,0.1,2.1,38.72%,5.7,2.5,0.8,--,11.4,7.1,5.2,3.9
2014,Indianapolis,13.8,52.85%,13.3,52.55%,4.1,92.9,31:37,61.46%,0.1,2.0,1.8,22.8,40.00%,0.3,50.00%,0.9,1.9,1.97%,0.7,1.1,41.8,3.0,11.3,11.7,87.1,28:22,58.73%,0.3,1.2,1.0,19.5,33.33%,0.4,236.8,42.0,2.6,34.7,55.41%,10.8,57.41%,1.6,222.8,1.9,63.7,23.0,0.361,5.6,1.5,0.09,2.2,3.1,26.6,34.86%,6.8,41.70%,33.33%,0.9,34.09%,115.2,35.46%,4.7,2.8,--,10.9,338.0,6.4,5.3,4.3,2.56%,62.48%,2.4,297.5,6.7,2.5,52.9,68.3,0.397,0.036,4.4,3.70%,1.6,3.6,55.07%,25.6,5.2,37.52%,20.34%,0.6,100.4,6.66%,2.5,0.0,1.5,40.39%,5.4,3.1,-0.4,0.00%,11.8,7.5,5.8,3.9
