season,team,1st-half-points-per-game,1st-half-time-of-possession-share-pct,2nd-half-points-per-game,2nd-half-time-of-possession-share-pct,average-scoring-margin,average-team-passer-rating,average-time-of-possession-net-of-ot,completion-pct,defensive-touchdowns-per-game,field-goal-attempts-per-game,field-goals-made-per-game,first-downs-per-game,fourth-down-conversion-pct,fourth-down-conversions-per-game,fumble-recovery-pct,fumbles-lost-per-game,giveaways-per-game,interception-pct,interceptions-per-game,interceptions-thrown-per-game,net-yards-per-punt-attempt,offensive-touchdowns-per-game,opponent-1st-half-points-per-game,opponent-2nd-half-points-per-game,opponent-average-team-passer-rating,opponent-average-time-of-possession-net-of-ot,opponent-completion-pct,opponent-defensive-touchdowns-per-game,opponent-field-goal-attempts-per-game,opponent-field-goals-made-per-game,opponent-first-downs-per-game,opponent-fourth-down-conversion-pct,opponent-fourth-down-conversions-per-game,opponent-net-punt-yards-per-game,opponent-net-yards-per-punt-attempt,opponent-offensive-touchdowns-per-game,opponent-pass-attempts-per-game,opponent-passing-first-down-pct,opponent-passing-first-downs-per-game,opponent-passing-touchdown-pct,opponent-passing-touchdowns-per-game,opponent-passing-yards-per-game,opponent-penalty-first-downs-per-game,opponent-plays-per-game,opponent-points-per-game,opponent-points-per-play,opponent-punt-attempts-per-game,opponent-punts-per-offensive-score,opponent-punts-per-play,opponent-red-zone-scores-per-game,opponent-red-zone-scoring-attempts-per-game,opponent-rushing-attempts-per-game,opponent-rushing-first-down-pct,opponent-rushing-first-downs-per-game,opponent-rushing-play-pct,opponent-rushing-touchdown-pct,opponent-rushing-touchdowns-per-game,opponent-rushing-yards-pct,opponent-rushing-yards-per-game,opponent-third-down-conversion-pct,opponent-third-down-conversions-per-game,opponent-touchdowns-per-game,opponent-two-point-conversion-pct,opponent-yards-per-completion,opponent-yards-per-game,opponent-yards-per-pass-attempt,opponent-yards-per-play,opponent-yards-per-rush-attempt,pass-intercepted-pct,passing-play-pct,passing-touchdowns-per-game,passing-yards-per-game,penalties-per-game,penalty-first-downs-per-game,penalty-yards-per-game,plays-per-game,points-per-play,points-per-play-margin,punt-attempts-per-game,qb-sacked-pct,qb-sacked-per-game,red-zone-scoring-attempts-per-game,red-zone-scoring-pct,rushing-attempts-per-game,rushing-first-downs-per-game,rushing-play-pct,rushing-touchdown-pct,rushing-touchdowns-per-game,rushing-yards-per-game,sack-pct,sacks-per-game,special-teams-touchdowns-per-game,takeaways-per-game,third-down-conversion-pct,third-down-conversions-per-game,touchdowns-per-game,turnover-margin-per-game,two-point-conversion-pct,yards-per-completion,yards-per-pass-attempt,yards-per-play,yards-per-rush-attempt
2008,Seattle,10.6,43.73%,7.8,44.60%,-6.1,72.5,26:37,55.27%,0.3,1.7,1.5,16.9,83.33%,0.6,41.30%,0.8,1.7,1.59%,0.6,0.9,36.9,1.8,13.4,10.9,96.0,33:22,64.66%,0.1,2.6,2.3,20.5,61.54%,0.5,162.3,38.2,2.4,35.4,61.59%,12.6,62.50%,1.6,259.3,1.8,66.1,24.5,0.371,4.3,0.9,0.06,1.7,3.2,28.6,29.88%,6.1,43.19%,32.50%,0.8,31.40%,118.7,42.34%,5.9,2.5,100.00%,11.3,378.0,7.3,5.7,4.2,3.16%,55.02%,1.1,163.6,4.9,1.7,37.6,57.9,0.317,-0.053,5.6,7.06%,2.3,2.6,50.00%,26.1,6.5,44.98%,31.25%,0.6,110.5,5.82%,2.2,0.0,1.3,31.31%,3.9,2.0,-0.4,0.00%,10.0,6.0,4.7,4.2
2008,Tampa Bay,10.8,47.92%,11.4,56.46%,2.4,83.8,31:11,63.17%,0.3,2.4,2.0,18.6,55.56%,0.6,43.24%,0.8,1.6,4.63%,1.4,0.8,37.6,1.9,10.2,9.8,75.3,28:48,58.11%,0.2,1.9,1.8,16.2,38.46%,0.3,179.3,35.4,1.9,29.7,59.07%,9.6,67.65%,1.4,187.3,1.2,59.1,20.2,0.342,5.1,1.3,0.09,1.3,2.3,27.6,33.59%,5.4,46.67%,23.53%,0.5,38.81%,118.8,37.85%,5.1,2.1,100.00%,10.9,306.1,6.3,5.2,4.3,2.31%,56.84%,1.1,226.2,5.5,0.9,48.7,65.3,0.345,0.004,4.8,5.39%,2.0,3.5,39.29%,28.2,6.3,43.16%,34.21%,0.8,114.8,5.75%,1.8,0.2,1.9,38.43%,5.5,2.4,0.3,66.67%,10.2,6.7,5.2,4.1
2008,Tennessee,11.1,46.91%,11.4,51.19%,8.1,78.2,29:16,58.79%,0.2,2.1,1.8,17.7,38.46%,0.3,47.06%,0.6,1.2,3.35%,1.2,0.6,36.5,2.2,8.4,6.1,69.9,30:43,59.13%,0.1,1.9,1.3,17.2,44.44%,0.5,203.6,36.4,1.5,35.1,56.85%,9.8,50.00%,0.8,197.5,1.8,63.2,14.5,0.23,5.6,2.0,0.09,1.0,2.4,25.5,32.88%,5.6,40.32%,46.15%,0.7,31.62%,91.3,34.31%,4.8,1.5,0.00%,9.5,288.8,5.6,4.6,3.6,2.02%,48.66%,0.8,182.0,7.1,1.1,55.5,61.4,0.369,0.139,5.4,2.56%,0.8,2.6,59.09%,31.5,7.5,51.34%,59.52%,1.5,136.2,6.86%,2.6,0.1,1.8,35.65%,4.8,2.5,0.6,100.00%,10.6,6.4,5.2,4.3
2008,Washington,7.8,54.90%,8.8,50.13%,-1.9,85.2,31:30,62.35%,0.0,2.3,1.6,18.4,62.50%,0.6,36.11%,0.8,1.1,2.54%,0.8,0.4,33.4,1.6,9.7,8.8,75.6,28:29,56.75%,0.1,1.8,1.5,16.2,66.67%,0.5,201.4,37.0,1.8,31.9,61.39%,9.9,50.00%,1.0,193.4,0.9,58.3,18.5,0.317,5.4,1.6,0.09,1.4,2.6,24.9,33.20%,5.4,42.66%,37.50%,0.8,33.02%,95.4,35.75%,4.6,2.0,100.00%,10.7,288.8,6.1,5.0,3.8,1.18%,53.41%,0.9,189.1,5.0,1.3,38.7,64.1,0.258,-0.059,5.1,6.93%,2.4,3.0,47.92%,29.9,6.8,46.59%,44.44%,0.8,130.9,4.49%,1.5,0.1,1.1,35.19%,4.8,1.7,0.0,0.00%,9.5,6.5,5.0,4.4
2009,Arizona,13.7,49.23%,10.4,49.34%,1.4,92.6,29:36,67.12%,0.1,1.2,1.1,20.1,50.00%,0.3,45.90%,1.1,2.2,3.30%,1.2,1.1,39.5,2.8,11.8,11.2,81.6,30:23,59.52%,0.2,1.6,1.2,19.3,51.85%,0.8,194.3,39.3,2.6,37.1,63.22%,12.2,58.00%,1.6,243.9,1.6,65.1,23.1,0.354,4.9,1.3,0.08,1.7,3.1,25.3,28.74%,5.6,38.94%,34.00%,0.9,31.98%,114.7,36.72%,5.2,2.8,--,11.1,358.6,6.6,5.5,4.5,2.87%,63.16%,1.8,258.3,6.7,1.6,53.6,60.8,0.402,0.048,5.2,4.05%,1.6,3.5,69.84%,22.4,4.8,36.84%,34.55%,1.1,97.3,6.71%,2.7,0.1,1.8,35.96%,4.1,3.1,-0.4,--,10.4,7.3,5.9,4.3
2009,Atlanta,12.1,50.71%,10.6,48.56%,2.4,80.4,29:53,58.25%,0.2,1.8,1.2,20.4,69.57%,1.0,57.14%,0.5,1.6,2.80%,0.9,1.1,36.3,2.6,11.1,9.0,89.5,30:06,62.50%,0.1,1.8,1.3,18.9,47.06%,0.5,141.4,36.5,2.2,33.5,65.23%,12.3,65.79%,1.6,241.9,1.0,62.3,20.3,0.326,3.9,1.1,0.06,1.6,3.2,27.1,29.47%,5.6,43.43%,26.32%,0.6,30.65%,106.9,45.33%,6.1,2.4,--,11.6,348.9,7.2,5.6,4.0,2.98%,56.97%,1.6,223.2,4.9,1.9,41.5,65.5,0.346,0.02,3.9,4.52%,1.7,3.5,51.79%,28.2,6.6,43.03%,34.09%,0.9,117.3,4.96%,1.8,0.0,1.8,42.13%,5.7,2.8,0.2,0.00%,10.8,6.5,5.2,4.2
2009,Baltimore,10.3,45.24%,13.3,52.34%,7.3,83.5,29:18,62.16%,0.2,1.8,1.3,19.3,40.00%,0.3,50.00%,0.7,1.6,4.26%,1.4,0.9,37.6,2.6,9.8,6.6,71.5,30:41,58.85%,0.0,1.7,1.4,17.6,45.00%,0.5,186.2,37.2,1.6,33.9,59.62%,10.5,67.74%,1.2,204.5,2.2,62.5,16.4,0.262,5.0,1.6,0.08,1.2,2.7,26.6,28.08%,4.9,42.49%,25.81%,0.4,30.27%,88.8,36.33%,4.9,1.7,--,10.3,293.3,6.0,4.7,3.3,2.88%,52.34%,1.2,202.0,6.9,1.0,65.2,62.8,0.378,0.115,4.6,6.25%,2.1,3.6,51.56%,29.9,7.2,47.66%,50.98%,1.4,140.1,5.72%,2.1,0.1,2.1,42.80%,5.8,2.8,0.5,0.00%,10.5,7.0,5.4,4.7
2009,Buffalo,8.8,46.12%,7.1,46.67%,-4.3,71.7,27:49,58.05%,0.1,2.1,1.8,14.6,46.67%,0.4,40.00%,0.7,1.9,5.39%,1.8,1.2,40.2,1.4,9.9,10.4,61.1,32:10,56.84%,0.3,1.7,1.4,19.4,53.85%,0.9,182.4,37.4,2.1,32.4,50.65%,9.8,37.84%,0.9,184.3,1.2,67.9,20.4,0.3,4.9,1.3,0.07,1.6,3.0,33.4,43.23%,8.4,49.26%,51.35%,1.2,45.90%,156.3,40.42%,6.1,2.3,40.00%,10.0,340.6,5.7,5.0,4.7,4.31%,53.46%,1.1,157.2,6.7,1.6,53.4,56.9,0.283,-0.017,5.6,9.45%,2.9,2.4,31.58%,26.5,5.1,46.54%,24.00%,0.4,116.7,5.81%,2.0,0.0,2.1,25.76%,3.2,1.6,0.2,0.00%,9.8,6.3,4.8,4.4
2009,Carolina,11.1,54.24%,8.6,46.46%,0.4,70.5,30:12,56.77%,0.1,1.7,1.4,18.0,45.00%,0.6,52.94%,0.7,1.9,4.44%,1.4,1.3,36.6,2.1,9.4,9.9,71.7,29:47,61.62%,0.3,1.7,1.2,18.1,52.94%,0.6,176.9,38.2,1.8,30.9,53.63%,9.7,38.89%,0.9,191.0,1.6,61.0,19.3,0.316,4.6,1.3,0.08,1.6,3.1,28.1,37.72%,6.8,46.11%,41.67%,0.9,39.52%,124.8,35.53%,4.4,2.3,33.33%,10.0,315.8,6.2,5.2,4.4,4.30%,48.68%,1.0,174.9,5.5,0.8,43.6,63.9,0.308,-0.008,4.8,6.63%,2.1,2.5,50.00%,32.8,7.7,51.32%,51.43%,1.1,156.1,5.89%,1.9,0.0,2.3,37.27%,5.1,2.2,0.4,66.67%,10.6,6.6,5.2,4.8
2009,Chicago,8.9,48.43%,11.2,46.40%,-3.0,75.6,28:22,60.39%,0.1,1.8,1.5,16.4,38.89%,0.4,64.15%,0.4,2.1,2.45%,0.8,1.7,37.4,2.1,13.0,10.4,92.4,31:38,64.22%,0.0,2.1,1.6,19.5,46.15%,0.4,166.4,37.5,2.7,33.2,59.62%,11.6,67.44%,1.8,212.1,1.3,64.6,23.4,0.363,4.4,1.0,0.07,2.3,3.5,29.2,33.65%,6.6,45.21%,32.56%,0.9,37.33%,126.4,41.15%,5.8,2.7,66.67%,10.0,338.5,6.4,5.2,4.3,4.80%,61.59%,1.7,217.1,6.3,1.3,52.3,60.7,0.337,-0.026,4.8,5.85%,2.2,3.2,47.06%,23.3,4.4,38.41%,16.67%,0.4,93.3,6.18%,2.2,0.1,1.8,37.33%,5.1,2.3,-0.4,100.00%,10.2,6.5,5.1,4.0
2009,Cincinnati,10.9,54.08%,7.6,51.60%,0.2,81.0,31:38,59.26%,0.2,1.8,1.4,18.3,66.67%,0.6,44.19%,0.8,1.6,3.38%,1.1,0.8,36.3,1.9,9.7,8.8,75.4,28:21,58.72%,0.1,1.8,1.4,17.1,46.67%,0.4,183.8,34.7,1.9,33.1,59.45%,10.2,54.29%,1.1,201.8,0.9,60.9,18.5,0.304,5.3,1.5,0.09,1.2,2.5,25.9,35.05%,6.0,42.47%,40.00%,0.8,33.70%,102.6,37.84%,4.9,2.1,0.00%,10.4,304.4,6.1,5.0,4.0,2.73%,50.84%,1.3,176.5,7.1,1.8,54.0,63.1,0.298,-0.006,5.3,5.87%,1.9,3.1,49.06%,31.0,6.8,49.16%,27.78%,0.6,131.0,5.70%,2.0,0.1,1.5,40.33%,5.8,2.1,-0.1,40.00%,9.9,6.4,4.9,4.2
2009,Cleveland,8.5,48.04%,6.8,46.86%,-8.1,55.8,28:31,49.44%,0.0,1.6,1.4,14.8,66.67%,0.6,44.74%,0.8,1.9,1.90%,0.6,1.1,37.8,1.3,12.3,10.9,90.6,31:28,59.51%,0.3,2.3,1.9,21.0,50.00%,0.6,170.4,35.4,2.3,32.9,56.25%,11.8,53.66%,1.4,244.7,1.7,67.0,23.4,0.35,4.8,1.1,0.07,1.6,3.6,31.6,35.71%,7.5,47.20%,36.59%,0.9,37.15%,144.6,38.91%,5.4,2.6,--,12.5,389.3,7.4,5.8,4.6,4.06%,48.71%,0.7,129.8,4.6,1.1,41.4,60.7,0.252,-0.097,5.9,6.34%,1.9,2.4,43.59%,31.1,6.4,51.29%,40.00%,0.6,130.4,7.07%,2.5,0.3,1.2,32.62%,4.8,1.6,-0.8,50.00%,9.5,5.1,4.3,4.2
2009,Dallas,11.1,57.34%,10.7,51.42%,5.6,96.2,32:26,63.23%,0.1,2.0,1.3,21.0,30.77%,0.2,49.02%,0.7,1.3,1.89%,0.7,0.6,39.7,2.4,7.3,9.3,86.0,27:33,59.69%,0.1,1.6,1.1,17.7,43.75%,0.4,214.6,37.9,1.8,35.3,65.83%,11.7,73.53%,1.4,228.0,1.7,60.8,16.6,0.272,5.7,1.9,0.09,1.2,2.1,22.8,24.45%,4.3,37.53%,20.59%,0.4,28.21%,89.6,33.93%,4.2,1.9,--,10.8,317.6,6.5,5.2,3.9,1.61%,57.17%,1.6,259.5,6.9,1.4,53.7,64.3,0.344,0.072,4.5,6.34%,2.3,3.2,50.88%,27.6,7.0,42.83%,34.04%,0.9,132.9,7.16%,2.7,0.1,1.4,40.69%,5.2,2.6,0.1,100.00%,11.9,7.9,6.1,4.8
2009,Denver,8.6,47.89%,11.6,52.24%,0.1,84.4,29:53,61.11%,0.1,2.2,1.9,19.1,38.89%,0.4,40.00%,0.6,1.4,3.33%,1.1,0.8,36.7,1.9,10.4,9.9,75.0,30:06,58.43%,0.2,1.9,1.8,18.1,50.00%,0.5,190.1,40.0,1.8,31.9,57.59%,10.4,52.94%,1.1,186.3,1.5,62.9,20.3,0.322,4.8,1.2,0.08,1.5,3.0,28.6,34.14%,6.2,45.48%,32.35%,0.7,40.85%,128.7,37.16%,5.1,2.1,--,10.0,315.0,5.8,5.0,4.5,2.33%,57.36%,1.3,226.7,5.8,1.6,50.0,64.5,0.316,-0.006,4.9,5.74%,2.1,3.3,48.08%,27.5,5.9,42.64%,26.47%,0.6,114.8,7.10%,2.4,0.1,1.9,36.28%,4.9,2.1,0.4,0.00%,10.6,6.9,5.3,4.2
2009,Detroit,8.9,50.86%,7.4,45.62%,-14.5,58.1,28:56,54.02%,0.2,1.8,1.3,17.6,26.92%,0.4,58.82%,0.6,2.6,1.65%,0.6,2.0,37.9,1.6,15.4,15.5,107.0,31:03,68.07%,0.2,2.1,1.9,20.8,66.67%,0.6,160.3,38.9,3.3,34.1,64.16%,13.3,61.40%,2.2,265.6,1.5,64.3,30.9,0.48,4.1,0.8,0.06,2.3,4.4,28.6,28.61%,5.9,44.51%,31.58%,1.1,32.28%,126.6,40.48%,5.3,3.6,50.00%,11.5,392.1,7.8,6.1,4.4,5.47%,60.56%,1.0,198.0,6.1,1.9,48.0,64.8,0.253,-0.227,4.6,6.85%,2.7,2.3,47.22%,25.6,5.1,39.44%,32.14%,0.6,101.0,4.55%,1.6,0.0,1.4,35.90%,5.3,1.8,-1.1,50.00%,10.0,5.9,4.6,4.0
2009,Green Bay,16.4,54.76%,13.4,54.63%,9.3,103.3,32:46,64.71%,0.2,2.2,1.6,21.6,45.45%,0.3,48.00%,0.6,1.1,5.24%,1.8,0.5,34.3,3.3,9.4,10.7,74.9,27:13,56.37%,0.1,1.1,0.8,17.8,40.00%,0.6,176.4,40.0,2.4,33.7,62.58%,11.1,79.07%,2.0,211.4,2.2,59.1,20.5,0.346,4.4,1.3,0.07,1.9,3.1,23.2,24.83%,4.4,39.20%,13.95%,0.4,29.30%,87.6,36.57%,4.6,2.5,50.00%,11.1,298.9,6.3,5.1,3.8,1.51%,58.70%,2.0,270.4,7.4,2.2,66.6,65.2,0.456,0.11,4.0,8.60%,3.3,3.8,56.92%,26.9,6.5,41.30%,36.67%,1.3,116.1,6.22%,2.2,0.0,2.4,46.96%,6.4,3.5,1.3,60.00%,11.9,8.3,5.9,4.3
2009,Houston,13.8,52.21%,10.5,54.11%,3.4,96.3,31:53,67.29%,0.2,2.0,1.3,21.8,66.67%,0.5,48.94%,0.7,1.8,2.55%,0.9,1.1,39.4,2.6,12.0,8.8,83.2,28:06,62.77%,0.2,1.4,1.3,18.8,42.86%,0.6,191.8,40.4,2.3,34.3,56.67%,10.6,48.72%,1.2,217.9,2.0,60.9,20.8,0.342,4.8,1.3,0.08,1.5,2.3,24.8,32.67%,6.1,40.66%,43.59%,1.1,32.92%,106.9,39.30%,4.9,2.4,--,10.1,324.9,6.4,5.3,4.3,2.87%,59.25%,1.8,290.9,5.9,1.0,52.1,65.2,0.372,0.03,4.2,4.05%,1.6,3.8,52.46%,26.6,6.4,40.75%,28.26%,0.8,92.2,5.19%,1.9,0.1,1.7,40.20%,5.1,2.9,-0.1,50.00%,11.7,8.1,5.9,3.5
2009,Indianapolis,15.2,48.57%,10.7,45.52%,7.7,96.6,28:13,66.96%,0.1,1.4,1.2,21.6,46.15%,0.3,52.78%,0.3,1.4,2.93%,1.1,1.1,38.4,3.1,10.6,7.6,79.8,31:46,63.17%,0.1,2.2,1.8,19.4,28.57%,0.3,167.8,40.8,1.7,36.1,64.76%,12.6,63.64%,1.2,216.0,0.6,66.6,18.2,0.273,4.1,1.1,0.06,1.4,3.0,28.6,32.09%,6.2,42.95%,30.30%,0.6,36.11%,122.1,44.57%,6.4,1.8,50.00%,9.5,338.1,6.0,5.1,4.3,2.92%,62.81%,2.2,283.8,4.4,1.9,32.0,62.0,0.418,0.145,4.1,2.43%,0.9,3.4,64.52%,23.1,4.3,37.19%,27.59%,0.9,79.8,5.12%,1.9,0.1,1.7,47.95%,5.8,3.2,0.3,0.00%,11.2,7.6,5.9,3.5
2009,Jacksonville,10.1,47.70%,7.9,52.68%,-5.6,83.2,29:54,60.69%,0.0,1.8,1.1,18.8,57.14%,0.8,47.92%,0.8,1.4,2.94%,0.9,0.6,38.3,2.1,14.1,9.6,96.0,30:05,67.65%,0.1,1.8,1.5,19.2,70.59%,0.8,153.2,39.5,2.5,31.9,62.22%,11.9,63.64%,1.8,235.9,1.0,61.4,23.8,0.387,3.9,0.9,0.06,1.8,3.3,28.6,32.57%,6.3,46.64%,27.27%,0.8,33.05%,116.4,44.98%,5.9,2.8,33.33%,10.9,352.3,7.4,5.7,4.1,1.93%,55.74%,0.9,209.8,4.2,1.0,32.6,63.1,0.287,-0.1,4.5,7.82%,2.8,2.9,51.06%,27.9,7.1,44.26%,55.88%,1.2,126.8,2.67%,0.9,0.0,1.6,45.13%,6.4,2.1,0.1,33.33%,10.7,6.9,5.3,4.5
2009,Kansas City,7.0,45.93%,11.2,45.46%,-8.1,70.8,27:41,55.22%,0.2,1.8,1.6,16.0,48.28%,0.9,62.96%,0.6,1.7,2.95%,0.9,1.1,40.7,1.6,12.7,13.4,87.1,32:18,59.33%,0.1,2.3,1.8,19.9,54.55%,0.4,194.6,39.4,2.7,31.8,55.97%,11.1,52.08%,1.6,231.7,1.1,66.4,26.5,0.399,4.9,1.0,0.07,1.9,3.3,33.2,38.36%,7.6,50.00%,37.50%,1.1,40.32%,156.5,38.12%,5.3,3.0,--,12.3,388.2,7.3,5.8,4.7,3.17%,57.02%,1.1,182.6,5.2,1.6,41.4,63.7,0.289,-0.111,6.1,7.75%,2.8,2.4,47.37%,27.4,5.7,42.98%,25.81%,0.5,120.6,4.14%,1.4,0.1,1.8,27.31%,3.9,1.9,0.1,50.00%,9.9,5.9,4.8,4.4
2009,LA Chargers,13.5,48.92%,14.0,50.68%,7.7,101.2,29:52,65.30%,0.2,2.2,1.9,20.5,50.00%,0.3,48.78%,0.4,1.1,2.69%,0.9,0.7,39.7,2.8,8.8,11.1,83.2,30:07,60.68%,0.0,1.8,1.5,19.0,52.38%,0.6,156.2,37.4,2.1,32.8,56.66%,10.8,64.86%,1.4,202.4,1.3,62.0,19.8,0.32,4.2,1.1,0.07,1.8,3.3,27.1,36.53%,6.9,43.74%,29.73%,0.6,37.37%,120.8,40.18%,5.2,2.2,50.00%,10.2,323.2,6.2,5.2,4.5,2.15%,56.88%,1.8,271.8,5.2,1.7,38.6,60.7,0.453,0.134,3.4,4.77%,1.6,3.9,54.55%,26.2,4.8,43.12%,33.96%,1.1,87.3,6.07%,2.1,0.1,1.5,43.50%,5.1,3.1,0.4,--,12.7,8.6,5.9,3.3
2009,LA Rams,5.6,50.94%,5.3,45.64%,-16.3,64.0,29:10,57.46%,0.1,1.5,1.2,16.2,35.71%,0.6,46.94%,0.8,2.1,1.63%,0.5,1.3,41.7,1.0,12.6,14.5,96.9,30:49,64.15%,0.4,1.4,1.2,20.8,50.00%,0.4,173.2,36.9,2.9,30.7,54.65%,11.4,40.74%,1.4,235.3,1.5,63.5,27.3,0.429,4.7,1.0,0.07,2.3,3.7,31.3,38.14%,7.9,49.21%,44.44%,1.5,36.90%,137.6,43.54%,5.7,3.4,50.00%,11.9,372.8,7.7,5.9,4.4,3.87%,58.82%,0.8,167.9,6.3,1.3,52.1,62.4,0.175,-0.254,5.6,7.50%,2.8,2.1,32.35%,25.7,4.9,41.18%,23.53%,0.3,111.5,4.84%,1.6,0.0,1.3,32.30%,4.6,1.1,-0.8,0.00%,8.6,5.5,4.5,4.3
2009,Las Vegas,7.1,49.04%,5.2,45.28%,-11.4,62.0,28:17,52.58%,0.0,1.8,1.6,14.8,47.62%,0.6,45.76%,0.9,2.1,1.83%,0.5,1.1,43.9,1.1,14.8,8.9,89.5,31:42,59.13%,0.0,2.5,1.9,20.2,64.29%,0.6,190.1,39.5,2.5,27.4,48.61%,9.8,39.02%,1.0,206.4,1.9,63.9,23.7,0.37,4.8,1.1,0.08,1.9,4.1,34.3,42.11%,8.5,53.57%,58.54%,1.5,42.96%,155.5,35.81%,4.8,2.6,--,12.8,361.9,7.5,5.7,4.5,3.71%,56.57%,0.6,159.8,6.9,1.4,53.1,59.0,0.209,-0.162,6.0,9.18%,3.1,1.8,41.38%,25.6,5.5,43.43%,41.18%,0.4,106.3,7.79%,2.3,0.0,1.3,29.58%,3.9,1.1,-0.8,--,10.0,5.9,4.5,4.1
2009,Miami,10.2,50.84%,12.3,55.45%,-1.9,73.3,31:55,60.73%,0.1,1.8,1.6,20.8,72.22%,0.8,54.55%,0.6,1.8,3.07%,0.9,1.2,39.8,2.3,10.6,13.6,86.9,28:04,57.46%,0.2,2.4,2.1,18.3,53.33%,0.5,161.0,38.4,2.4,30.6,62.80%,11.5,54.76%,1.4,234.6,1.3,60.5,24.4,0.403,4.2,0.9,0.07,1.6,3.3,27.2,30.03%,5.5,44.94%,38.10%,1.0,32.83%,114.7,34.85%,4.3,2.6,40.00%,13.4,349.3,7.7,5.8,4.2,3.49%,53.22%,0.9,198.1,4.9,1.0,40.0,68.0,0.331,-0.072,4.7,5.87%,2.1,3.4,64.81%,31.8,8.1,46.78%,53.66%,1.4,139.4,8.26%,2.8,0.1,1.3,48.98%,7.5,2.6,-0.4,33.33%,9.6,6.2,5.0,4.4
2009,Minnesota,14.2,52.61%,15.3,55.92%,10.3,106.2,32:47,67.42%,0.1,1.7,1.6,21.7,64.29%,0.5,40.30%,0.8,1.3,2.00%,0.7,0.5,38.1,3.4,8.2,10.6,91.7,27:12,63.23%,0.2,1.7,1.3,16.8,40.00%,0.3,215.8,39.2,1.9,33.4,66.56%,11.2,72.50%,1.6,213.3,1.6,58.9,19.2,0.326,5.5,1.5,0.09,1.2,2.4,22.5,24.17%,4.1,38.17%,15.00%,0.3,28.82%,86.3,33.33%,4.2,2.2,0.00%,10.1,299.6,6.4,5.1,3.8,1.44%,55.18%,2.2,260.0,6.3,1.6,46.6,66.4,0.445,0.119,4.6,5.61%,2.1,4.4,62.03%,29.8,6.3,44.82%,34.38%,1.2,121.8,8.38%,3.1,0.1,1.6,44.76%,6.2,3.6,0.3,0.00%,11.1,7.9,5.7,4.1
2009,NY Giants,13.5,53.32%,11.4,51.79%,-1.6,93.2,31:25,62.36%,0.2,2.0,1.7,20.2,60.00%,0.6,41.38%,1.1,1.9,2.61%,0.8,0.9,36.0,2.6,14.6,12.1,95.1,28:35,63.05%,0.1,1.3,1.1,19.3,63.16%,0.8,171.0,38.0,3.3,31.1,59.09%,11.4,57.41%,1.9,214.1,1.4,59.6,26.7,0.448,4.5,1.0,0.08,2.6,3.9,26.4,33.44%,6.4,44.39%,38.89%,1.3,34.11%,110.8,38.69%,4.8,3.4,33.33%,10.9,324.9,6.9,5.5,4.2,2.58%,56.44%,1.8,251.2,5.9,1.6,50.1,63.6,0.395,-0.053,4.0,5.57%,2.0,3.5,48.21%,27.7,6.4,43.56%,30.43%,0.9,114.8,6.04%,2.0,0.1,1.5,42.86%,5.6,2.9,-0.4,0.00%,11.9,7.8,5.8,4.1
2009,NY Jets,11.6,51.43%,9.8,53.90%,5.9,67.0,31:36,54.55%,0.1,2.2,1.7,16.9,76.19%,0.8,58.49%,0.5,1.7,3.25%,1.1,1.2,36.4,2.1,7.8,7.5,64.1,28:23,53.57%,0.3,1.6,1.2,15.8,33.33%,0.4,224.3,37.7,1.4,32.4,56.33%,8.9,39.39%,0.7,169.1,1.6,59.9,15.5,0.258,5.9,2.1,0.1,1.1,2.4,25.5,33.33%,5.3,42.49%,39.39%,0.7,37.30%,100.6,31.91%,4.3,1.7,0.00%,9.7,269.6,5.2,4.5,3.9,4.98%,40.78%,0.8,155.6,5.7,0.8,44.0,63.6,0.336,0.078,5.2,6.29%,1.6,2.8,50.94%,37.7,7.8,59.22%,54.55%,1.3,167.5,5.95%,2.1,0.1,1.9,37.00%,5.3,2.3,0.2,40.00%,11.7,6.9,5.1,4.4
2009,New England,17.0,54.90%,8.9,53.81%,7.2,92.5,32:45,65.14%,0.2,1.9,1.5,22.8,50.00%,0.7,40.43%,0.6,1.5,3.64%,1.1,0.9,33.9,2.9,9.4,9.1,80.3,27:14,58.24%,0.2,1.3,0.9,17.9,47.62%,0.6,170.8,35.0,2.1,30.7,64.26%,11.5,64.10%,1.5,199.4,0.9,59.0,18.7,0.317,4.9,1.5,0.08,1.5,2.6,26.5,30.49%,5.5,44.87%,25.64%,0.6,37.14%,117.8,39.05%,4.8,2.3,0.00%,11.1,317.1,6.5,5.4,4.4,2.52%,57.51%,1.8,268.7,5.1,2.3,46.1,67.0,0.387,0.07,3.6,3.21%,1.2,3.9,53.73%,28.5,6.9,42.49%,36.54%,1.1,116.8,5.61%,1.8,0.0,1.8,42.66%,5.5,3.1,0.2,33.33%,11.1,7.4,5.8,4.1
