,season,week,team,stat,data
0,2022,22,Philadelphia,average-scoring-margin,9.9
1,2022,22,San Francisco,average-scoring-margin,8.7
2,2022,22,Buffalo,average-scoring-margin,8.6
3,2022,22,Kansas City,average-scoring-margin,7.2
4,2022,22,Dallas,average-scoring-margin,7.1
5,2022,22,Cincinnati,average-scoring-margin,6.2
6,2022,22,Jacksonville,average-scoring-margin,2.5
7,2022,22,Baltimore,average-scoring-margin,1.6
8,2022,22,Detroit,average-scoring-margin,1.5
9,2022,22,New England,average-scoring-margin,1.0
10,2022,22,LA Chargers,average-scoring-margin,0.3
11,2022,22,Green Bay,average-scoring-margin,-0.1
12,2022,22,Miami,average-scoring-margin,-0.3
13,2022,22,Minnesota,average-scoring-margin,-0.6
14,2022,22,Seattle,average-scoring-margin,-0.7
15,2022,22,New Orleans,average-scoring-margin,-0.9
16,2022,22,NY Jets,average-scoring-margin,-1.2
17,2022,22,Cleveland,average-scoring-margin,-1.2
18,2022,22,Atlanta,average-scoring-margin,-1.2
19,2022,22,Washington,average-scoring-margin,-1.3
20,2022,22,Las Vegas,average-scoring-margin,-1.4
21,2022,22,NY Giants,average-scoring-margin,-1.6
22,2022,22,Carolina,average-scoring-margin,-1.6
23,2022,22,Pittsburgh,average-scoring-margin,-2.2
24,2022,22,Tampa Bay,average-scoring-margin,-3.4
25,2022,22,Tennessee,average-scoring-margin,-3.6
26,2022,22,Denver,average-scoring-margin,-4.2
27,2022,22,LA Rams,average-scoring-margin,-4.5
28,2022,22,Arizona,average-scoring-margin,-6.4
29,2022,22,Houston,average-scoring-margin,-7.7
30,2022,22,Chicago,average-scoring-margin,-8.1
31,2022,22,Indianapolis,average-scoring-margin,-8.1
32,2022,22,Kansas City,points-per-play,0.445
33,2022,22,Philadelphia,points-per-play,0.432
34,2022,22,Buffalo,points-per-play,0.426
35,2022,22,San Francisco,points-per-play,0.424
36,2022,22,Detroit,points-per-play,0.415
37,2022,22,Dallas,points-per-play,0.41
38,2022,22,Miami,points-per-play,0.397
39,2022,22,Cincinnati,points-per-play,0.394
40,2022,22,Seattle,points-per-play,0.388
41,2022,22,Minnesota,points-per-play,0.38
42,2022,22,Jacksonville,points-per-play,0.379
43,2022,22,Las Vegas,points-per-play,0.377
44,2022,22,New England,points-per-play,0.362
45,2022,22,Atlanta,points-per-play,0.361
46,2022,22,Carolina,points-per-play,0.356
47,2022,22,Green Bay,points-per-play,0.352
48,2022,22,LA Chargers,points-per-play,0.344
49,2022,22,NY Giants,points-per-play,0.333
50,2022,22,Chicago,points-per-play,0.328
51,2022,22,Baltimore,points-per-play,0.328
52,2022,22,New Orleans,points-per-play,0.325
53,2022,22,Cleveland,points-per-play,0.323
54,2022,22,LA Rams,points-per-play,0.307
55,2022,22,Tennessee,points-per-play,0.3
56,2022,22,Arizona,points-per-play,0.297
