,season,week,team,stat,data
0,2023,21,Baltimore,average-scoring-margin,12.6
1,2023,21,San Francisco,average-scoring-margin,10.9
2,2023,21,Dallas,average-scoring-margin,9.9
3,2023,21,Buffalo,average-scoring-margin,7.9
4,2023,21,Kansas City,average-scoring-margin,5.2
5,2023,21,Miami,average-scoring-margin,4.8
6,2023,21,New Orleans,average-scoring-margin,4.4
7,2023,21,Detroit,average-scoring-margin,3.9
8,2023,21,Green Bay,average-scoring-margin,2.4
9,2023,21,Tampa Bay,average-scoring-margin,2.0
10,2023,21,Houston,average-scoring-margin,1.6
11,2023,21,LA Rams,average-scoring-margin,1.4
12,2023,21,Jacksonville,average-scoring-margin,0.4
13,2023,21,Cleveland,average-scoring-margin,0.2
14,2023,21,Las Vegas,average-scoring-margin,0.1
15,2023,21,Philadelphia,average-scoring-margin,-1.0
16,2023,21,Cincinnati,average-scoring-margin,-1.1
17,2023,21,Minnesota,average-scoring-margin,-1.1
18,2023,21,Indianapolis,average-scoring-margin,-1.1
19,2023,21,Chicago,average-scoring-margin,-1.1
20,2023,21,Pittsburgh,average-scoring-margin,-1.9
21,2023,21,Seattle,average-scoring-margin,-2.2
22,2023,21,LA Chargers,average-scoring-margin,-3.1
23,2023,21,Atlanta,average-scoring-margin,-3.1
24,2023,21,Denver,average-scoring-margin,-3.3
25,2023,21,Tennessee,average-scoring-margin,-3.6
26,2023,21,NY Jets,average-scoring-margin,-5.1
27,2023,21,Arizona,average-scoring-margin,-7.4
28,2023,21,New England,average-scoring-margin,-7.6
29,2023,21,NY Giants,average-scoring-margin,-8.3
30,2023,21,Carolina,average-scoring-margin,-10.6
31,2023,21,Washington,average-scoring-margin,-11.1
32,2023,21,San Francisco,points-per-play,0.473
33,2023,21,Miami,points-per-play,0.452
34,2023,21,Baltimore,points-per-play,0.452
35,2023,21,Dallas,points-per-play,0.447
36,2023,21,Detroit,points-per-play,0.409
37,2023,21,Buffalo,points-per-play,0.402
38,2023,21,Green Bay,points-per-play,0.387
39,2023,21,Philadelphia,points-per-play,0.379
40,2023,21,LA Rams,points-per-play,0.372
41,2023,21,Houston,points-per-play,0.368
42,2023,21,Seattle,points-per-play,0.366
43,2023,21,Indianapolis,points-per-play,0.362
44,2023,21,New Orleans,points-per-play,0.359
45,2023,21,Kansas City,points-per-play,0.353
46,2023,21,Denver,points-per-play,0.351
47,2023,21,Cincinnati,points-per-play,0.349
48,2023,21,Tampa Bay,points-per-play,0.343
49,2023,21,Jacksonville,points-per-play,0.338
50,2023,21,Las Vegas,points-per-play,0.329
51,2023,21,Chicago,points-per-play,0.328
52,2023,21,Cleveland,points-per-play,0.326
53,2023,21,Minnesota,points-per-play,0.321
54,2023,21,LA Chargers,points-per-play,0.313
55,2023,21,Washington,points-per-play,0.31
56,2023,21,Arizona,points-per-play,0.309
57,2023,21,Tennessee,points-per-play,0.304
58,2023,21,Atlanta,points-per-play,0.294
59,2023,21,Pittsburgh,points-per-play,0.294
60,2023,21,NY Jets,points-per-play,0.255
61,2023,21,NY Giants,points-per-play,0.252
62,2023,21,New England,points-per-play,0.231
63,2023,21,Carolina,points-per-play,0.215
64,2023,21,Baltimore,points-per-play-margin,0.201
65,2023,21,San Francisco,points-per-play-margin,0.183
66,2023,21,Dallas,points-per-play-margin,0.107
67,2023,21,Buffalo,points-per-play-margin,0.086
68,2023,21,Miami,points-per-play-margin,0.084
69,2023,21,Kansas City,points-per-play-margin,0.078
70,2023,21,Green Bay,points-per-play-margin,0.053
71,2023,21,New Orleans,points-per-play-margin,0.048
72,2023,21,Tampa Bay,points-per-play-margin,0.04
73,2023,21,Houston,points-per-play-margin,0.038
74,2023,21,Detroit,points-per-play-margin,0.026
75,2023,21,Las Vegas,points-per-play-margin,0.025
76,2023,21,LA Rams,points-per-play-margin,0.018
77,2023,21,Seattle,points-per-play-margin,0.015
78,2023,21,Indianapolis,points-per-play-margin,-0.003
79,2023,21,Jacksonville,points-per-play-margin,-0.006
80,2023,21,Minnesota,points-per-play-margin,-0.009
81,2023,21,Philadelphia,points-per-play-margin,-0.012
82,2023,21,Cincinnati,points-per-play-margin,-0.015
83,2023,21,Pittsburgh,points-per-play-margin,-0.017
84,2023,21,Denver,points-per-play-margin,-0.03
85,2023,21,Tennessee,points-per-play-margin,-0.03
86,2023,21,Chicago,points-per-play-margin,-0.038
87,2023,21,LA Chargers,points-per-play-margin,-0.045
88,2023,21,Atlanta,points-per-play-margin,-0.048
89,2023,21,Cleveland,points-per-play-margin,-0.062
90,2023,21,NY Jets,points-per-play-margin,-0.072
91,2023,21,New England,points-per-play-margin,-0.104
92,2023,21,Arizona,points-per-play-margin,-0.12
93,2023,21,NY Giants,points-per-play-margin,-0.121
94,2023,21,Washington,points-per-play-margin,-0.153
95,2023,21,Carolina,points-per-play-margin,-0.194
96,2023,21,San Francisco,touchdowns-per-game,3.6
97,2023,21,Miami,touchdowns-per-game,3.4
98,2023,21,Detroit,touchdowns-per-game,3.4
99,2023,21,Dallas,touchdowns-per-game,3.4
100,2023,21,Baltimore,touchdowns-per-game,3.3
101,2023,21,Buffalo,touchdowns-per-game,3.2
102,2023,21,Green Bay,touchdowns-per-game,2.8
103,2023,21,Philadelphia,touchdowns-per-game,2.8
104,2023,21,New Orleans,touchdowns-per-game,2.6
105,2023,21,LA Rams,touchdowns-per-game,2.6
106,2023,21,Houston,touchdowns-per-game,2.5
107,2023,21,Indianapolis,touchdowns-per-game,2.5
108,2023,21,Cleveland,touchdowns-per-game,2.4
109,2023,21,Jacksonville,touchdowns-per-game,2.4
110,2023,21,Cincinnati,touchdowns-per-game,2.4
111,2023,21,Kansas City,touchdowns-per-game,2.3
112,2023,21,Minnesota,touchdowns-per-game,2.3
113,2023,21,Washington,touchdowns-per-game,2.3
114,2023,21,Tampa Bay,touchdowns-per-game,2.3
115,2023,21,Denver,touchdowns-per-game,2.2
116,2023,21,Chicago,touchdowns-per-game,2.2
117,2023,21,Seattle,touchdowns-per-game,2.2
118,2023,21,Las Vegas,touchdowns-per-game,2.1
119,2023,21,Arizona,touchdowns-per-game,2.1
120,2023,21,LA Chargers,touchdowns-per-game,2.1
121,2023,21,Atlanta,touchdowns-per-game,1.9
122,2023,21,Pittsburgh,touchdowns-per-game,1.8
123,2023,21,Tennessee,touchdowns-per-game,1.8
124,2023,21,NY Giants,touchdowns-per-game,1.7
125,2023,21,New England,touchdowns-per-game,1.6
126,2023,21,Carolina,touchdowns-per-game,1.4
127,2023,21,NY Jets,touchdowns-per-game,1.3
128,2023,21,Dallas,red-zone-scoring-attempts-per-game,4.2
129,2023,21,Baltimore,red-zone-scoring-attempts-per-game,4.1
130,2023,21,Green Bay,red-zone-scoring-attempts-per-game,3.8
131,2023,21,Buffalo,red-zone-scoring-attempts-per-game,3.8
132,2023,21,San Francisco,red-zone-scoring-attempts-per-game,3.8
133,2023,21,Kansas City,red-zone-scoring-attempts-per-game,3.7
134,2023,21,Detroit,red-zone-scoring-attempts-per-game,3.7
135,2023,21,New Orleans,red-zone-scoring-attempts-per-game,3.5
136,2023,21,Denver,red-zone-scoring-attempts-per-game,3.5
137,2023,21,Philadelphia,red-zone-scoring-attempts-per-game,3.4
138,2023,21,Indianapolis,red-zone-scoring-attempts-per-game,3.4
139,2023,21,LA Rams,red-zone-scoring-attempts-per-game,3.2
140,2023,21,Miami,red-zone-scoring-attempts-per-game,3.2
141,2023,21,Seattle,red-zone-scoring-attempts-per-game,3.2
142,2023,21,Cincinnati,red-zone-scoring-attempts-per-game,3.1
143,2023,21,Jacksonville,red-zone-scoring-attempts-per-game,3.1
144,2023,21,Minnesota,red-zone-scoring-attempts-per-game,3.0
145,2023,21,Houston,red-zone-scoring-attempts-per-game,2.9
146,2023,21,Cleveland,red-zone-scoring-attempts-per-game,2.9
147,2023,21,Washington,red-zone-scoring-attempts-per-game,2.9
148,2023,21,Chicago,red-zone-scoring-attempts-per-game,2.9
149,2023,21,Tennessee,red-zone-scoring-attempts-per-game,2.8
150,2023,21,LA Chargers,red-zone-scoring-attempts-per-game,2.8
151,2023,21,Atlanta,red-zone-scoring-attempts-per-game,2.8
