,season,week,team,stat,data
0,2008,21,Tennessee,average-scoring-margin,8.1
1,2008,21,Baltimore,average-scoring-margin,8.1
2,2008,21,Pittsburgh,average-scoring-margin,8.0
3,2008,21,Philadelphia,average-scoring-margin,7.6
4,2008,21,NY Giants,average-scoring-margin,7.1
5,2008,21,New England,average-scoring-margin,6.3
6,2008,21,LA Chargers,average-scoring-margin,4.8
7,2008,21,New Orleans,average-scoring-margin,4.4
8,2008,21,Indianapolis,average-scoring-margin,4.3
9,2008,21,Carolina,average-scoring-margin,3.8
10,2008,21,Atlanta,average-scoring-margin,3.5
11,2008,21,NY Jets,average-scoring-margin,3.1
12,2008,21,Green Bay,average-scoring-margin,2.4
13,2008,21,Tampa Bay,average-scoring-margin,2.4
14,2008,21,Minnesota,average-scoring-margin,2.0
15,2008,21,Arizona,average-scoring-margin,1.8
16,2008,21,Chicago,average-scoring-margin,1.6
17,2008,21,Miami,average-scoring-margin,0.6
18,2008,21,Dallas,average-scoring-margin,-0.2
19,2008,21,Buffalo,average-scoring-margin,-0.4
20,2008,21,Houston,average-scoring-margin,-1.8
21,2008,21,Washington,average-scoring-margin,-1.9
22,2008,21,San Francisco,average-scoring-margin,-2.6
23,2008,21,Jacksonville,average-scoring-margin,-4.1
24,2008,21,Denver,average-scoring-margin,-4.9
25,2008,21,Seattle,average-scoring-margin,-6.1
26,2008,21,Cleveland,average-scoring-margin,-7.4
27,2008,21,Las Vegas,average-scoring-margin,-7.8
28,2008,21,Kansas City,average-scoring-margin,-9.3
29,2008,21,Cincinnati,average-scoring-margin,-10.0
30,2008,21,LA Rams,average-scoring-margin,-14.6
31,2008,21,Detroit,average-scoring-margin,-15.6
32,2008,21,LA Chargers,points-per-play,0.464
33,2008,21,New Orleans,points-per-play,0.442
34,2008,21,Arizona,points-per-play,0.438
35,2008,21,Carolina,points-per-play,0.432
36,2008,21,Green Bay,points-per-play,0.414
37,2008,21,NY Jets,points-per-play,0.413
