,season,week,team,stat,data
0,2003,21,Kansas City,average-scoring-margin,8.5
1,2003,21,Green Bay,average-scoring-margin,7.7
2,2003,21,Indianapolis,average-scoring-margin,7.3
3,2003,21,New England,average-scoring-margin,6.8
4,2003,21,LA Rams,average-scoring-margin,6.6
5,2003,21,Baltimore,average-scoring-margin,6.3
6,2003,21,Tennessee,average-scoring-margin,6.2
7,2003,21,Philadelphia,average-scoring-margin,4.4
8,2003,21,Seattle,average-scoring-margin,4.2
9,2003,21,Minnesota,average-scoring-margin,3.9
10,2003,21,Miami,average-scoring-margin,3.1
11,2003,21,Carolina,average-scoring-margin,3.0
12,2003,21,San Francisco,average-scoring-margin,2.9
13,2003,21,Denver,average-scoring-margin,2.9
14,2003,21,Tampa Bay,average-scoring-margin,2.3
15,2003,21,New Orleans,average-scoring-margin,0.9
16,2003,21,Dallas,average-scoring-margin,0.6
17,2003,21,NY Jets,average-scoring-margin,-1.0
18,2003,21,Pittsburgh,average-scoring-margin,-1.7
19,2003,21,Buffalo,average-scoring-margin,-2.3
20,2003,21,Cincinnati,average-scoring-margin,-2.4
21,2003,21,Jacksonville,average-scoring-margin,-3.4
22,2003,21,Chicago,average-scoring-margin,-3.9
23,2003,21,Cleveland,average-scoring-margin,-4.3
24,2003,21,Washington,average-scoring-margin,-5.3
25,2003,21,Las Vegas,average-scoring-margin,-6.8
26,2003,21,Detroit,average-scoring-margin,-6.8
27,2003,21,Atlanta,average-scoring-margin,-7.7
28,2003,21,Houston,average-scoring-margin,-7.8
29,2003,21,LA Chargers,average-scoring-margin,-8.0
30,2003,21,NY Giants,average-scoring-margin,-9.0
31,2003,21,Arizona,average-scoring-margin,-14.2
32,2003,21,Kansas City,points-per-play,0.484
33,2003,21,Indianapolis,points-per-play,0.438
34,2003,21,Green Bay,points-per-play,0.433
35,2003,21,LA Rams,points-per-play,0.418
36,2003,21,Tennessee,points-per-play,0.415
37,2003,21,Seattle,points-per-play,0.397
38,2003,21,Minnesota,points-per-play,0.394
39,2003,21,Baltimore,points-per-play,0.383
40,2003,21,San Francisco,points-per-play,0.37
41,2003,21,Philadelphia,points-per-play,0.367
42,2003,21,Denver,points-per-play,0.354
43,2003,21,New Orleans,points-per-play,0.334
44,2003,21,Cincinnati,points-per-play,0.334
45,2003,21,Carolina,points-per-play,0.332
46,2003,21,New England,points-per-play,0.33
47,2003,21,LA Chargers,points-per-play,0.322
48,2003,21,Atlanta,points-per-play,0.322
49,2003,21,Miami,points-per-play,0.321
50,2003,21,NY Jets,points-per-play,0.302
51,2003,21,Pittsburgh,points-per-play,0.294
52,2003,21,Tampa Bay,points-per-play,0.291
53,2003,21,Washington,points-per-play,0.29
54,2003,21,Houston,points-per-play,0.285
55,2003,21,Chicago,points-per-play,0.283
56,2003,21,Detroit,points-per-play,0.277
57,2003,21,Las Vegas,points-per-play,0.274
58,2003,21,Jacksonville,points-per-play,0.27
59,2003,21,Dallas,points-per-play,0.267
60,2003,21,Cleveland,points-per-play,0.264
61,2003,21,Buffalo,points-per-play,0.248
62,2003,21,NY Giants,points-per-play,0.232
63,2003,21,Arizona,points-per-play,0.229
64,2003,21,Kansas City,points-per-play-margin,0.153
65,2003,21,Green Bay,points-per-play-margin,0.132
66,2003,21,Baltimore,points-per-play-margin,0.107
67,2003,21,New England,points-per-play-margin,0.107
68,2003,21,Philadelphia,points-per-play-margin,0.096
69,2003,21,Seattle,points-per-play-margin,0.081
70,2003,21,Indianapolis,points-per-play-margin,0.073
71,2003,21,Tennessee,points-per-play-margin,0.073
72,2003,21,LA Rams,points-per-play-margin,0.073
73,2003,21,Miami,points-per-play-margin,0.064
74,2003,21,Carolina,points-per-play-margin,0.046
75,2003,21,San Francisco,points-per-play-margin,0.025
76,2003,21,Minnesota,points-per-play-margin,0.025
77,2003,21,Tampa Bay,points-per-play-margin,0.016
78,2003,21,NY Jets,points-per-play-margin,0.013
79,2003,21,New Orleans,points-per-play-margin,0.007
80,2003,21,Denver,points-per-play-margin,-0.001
81,2003,21,Dallas,points-per-play-margin,-0.022
82,2003,21,Buffalo,points-per-play-margin,-0.028
83,2003,21,Pittsburgh,points-per-play-margin,-0.044
84,2003,21,Cincinnati,points-per-play-margin,-0.051
85,2003,21,Cleveland,points-per-play-margin,-0.06
86,2003,21,Chicago,points-per-play-margin,-0.066
87,2003,21,Jacksonville,points-per-play-margin,-0.07
88,2003,21,Houston,points-per-play-margin,-0.076
89,2003,21,Washington,points-per-play-margin,-0.077
90,2003,21,Atlanta,points-per-play-margin,-0.083
91,2003,21,LA Chargers,points-per-play-margin,-0.089
92,2003,21,Las Vegas,points-per-play-margin,-0.092
93,2003,21,Detroit,points-per-play-margin,-0.103
94,2003,21,NY Giants,points-per-play-margin,-0.133
95,2003,21,Arizona,points-per-play-margin,-0.226
96,2003,21,Kansas City,touchdowns-per-game,3.9
97,2003,21,Green Bay,touchdowns-per-game,3.3
98,2003,21,Minnesota,touchdowns-per-game,3.2
99,2003,21,Indianapolis,touchdowns-per-game,3.2
100,2003,21,Seattle,touchdowns-per-game,3.0
101,2003,21,Tennessee,touchdowns-per-game,2.9
102,2003,21,LA Rams,touchdowns-per-game,2.8
103,2003,21,San Francisco,touchdowns-per-game,2.8
104,2003,21,Denver,touchdowns-per-game,2.5
105,2003,21,Baltimore,touchdowns-per-game,2.5
106,2003,21,Cincinnati,touchdowns-per-game,2.5
107,2003,21,Philadelphia,touchdowns-per-game,2.5
108,2003,21,New Orleans,touchdowns-per-game,2.4
109,2003,21,LA Chargers,touchdowns-per-game,2.4
110,2003,21,New England,touchdowns-per-game,2.3
111,2003,21,Tampa Bay,touchdowns-per-game,2.3
112,2003,21,Atlanta,touchdowns-per-game,2.2
113,2003,21,Miami,touchdowns-per-game,2.2
114,2003,21,Carolina,touchdowns-per-game,2.1
115,2003,21,Pittsburgh,touchdowns-per-game,2.1
116,2003,21,Jacksonville,touchdowns-per-game,1.9
117,2003,21,Dallas,touchdowns-per-game,1.9
118,2003,21,Washington,touchdowns-per-game,1.9
119,2003,21,Las Vegas,touchdowns-per-game,1.8
120,2003,21,Detroit,touchdowns-per-game,1.8
121,2003,21,Chicago,touchdowns-per-game,1.8
122,2003,21,NY Jets,touchdowns-per-game,1.8
123,2003,21,Houston,touchdowns-per-game,1.8
124,2003,21,Cleveland,touchdowns-per-game,1.7
125,2003,21,Buffalo,touchdowns-per-game,1.7
126,2003,21,NY Giants,touchdowns-per-game,1.6
127,2003,21,Arizona,touchdowns-per-game,1.6
128,2003,21,LA Rams,red-zone-scoring-attempts-per-game,4.3
129,2003,21,San Francisco,red-zone-scoring-attempts-per-game,3.9
130,2003,21,Indianapolis,red-zone-scoring-attempts-per-game,3.8
131,2003,21,Tennessee,red-zone-scoring-attempts-per-game,3.7
132,2003,21,Kansas City,red-zone-scoring-attempts-per-game,3.5
133,2003,21,Minnesota,red-zone-scoring-attempts-per-game,3.4
134,2003,21,Denver,red-zone-scoring-attempts-per-game,3.4
135,2003,21,Green Bay,red-zone-scoring-attempts-per-game,3.3
136,2003,21,Seattle,red-zone-scoring-attempts-per-game,3.2
137,2003,21,New England,red-zone-scoring-attempts-per-game,3.2
138,2003,21,Philadelphia,red-zone-scoring-attempts-per-game,3.2
139,2003,21,Baltimore,red-zone-scoring-attempts-per-game,2.9
140,2003,21,NY Giants,red-zone-scoring-attempts-per-game,2.9
141,2003,21,Cincinnati,red-zone-scoring-attempts-per-game,2.9
142,2003,21,LA Chargers,red-zone-scoring-attempts-per-game,2.9
143,2003,21,Atlanta,red-zone-scoring-attempts-per-game,2.9
144,2003,21,Chicago,red-zone-scoring-attempts-per-game,2.8
145,2003,21,Washington,red-zone-scoring-attempts-per-game,2.8
146,2003,21,Jacksonville,red-zone-scoring-attempts-per-game,2.7
147,2003,21,Arizona,red-zone-scoring-attempts-per-game,2.7
148,2003,21,Dallas,red-zone-scoring-attempts-per-game,2.6
149,2003,21,Carolina,red-zone-scoring-attempts-per-game,2.6
150,2003,21,Buffalo,red-zone-scoring-attempts-per-game,2.6
151,2003,21,Miami,red-zone-scoring-attempts-per-game,2.5
152,2003,21,Tampa Bay,red-zone-scoring-attempts-per-game,2.5
153,2003,21,New Orleans,red-zone-scoring-attempts-per-game,2.5
154,2003,21,Detroit,red-zone-scoring-attempts-per-game,2.4
155,2003,21,Pittsburgh,red-zone-scoring-attempts-per-game,2.4
156,2003,21,NY Jets,red-zone-scoring-attempts-per-game,2.3
